Name,Class,z,ra,dec,is_clagn,umap_x,umap_y,fvar_w1,mean_w1_mjy,projected,clagn_score,in_region_zeltyn,in_region_clagn
J012150.93+145344.0,EVQ,0.593289,20.462208333333333,14.895555555555555,False,9.716601,3.9061491,0.13503559995020412,0.14148945425275888,True,0.3,True,False
J012256.19-000252.6,CL-AGN,0.340502,20.734124999999995,-0.04794444444444444,True,13.845211,-1.9370002,0.12835419727836272,0.43606886874912887,True,0.14,False,False
J012416.34+004052.2,CL-AGN,0.594002,21.06808333333333,0.6811666666666666,True,11.00916,2.279637,0.15193502956231592,0.18330592629608117,True,0.12,False,False
J012452.64+000958.9,EVQ,0.267199,21.21933333333333,0.1663611111111111,False,9.555597,3.5570333,0.1255641748497383,0.2383553655023123,True,0.2,True,False
J012524.66+001935.9,CL-AGN,1.662356,21.35275,0.32663888888888887,True,3.5990667,-0.32816303,,0.05101797649390129,True,0.0,True,False
J012716.17-003557.7,EVQ,0.371335,21.817374999999995,-0.5993611111111111,False,17.893991,5.437176,0.33474807106265625,0.3745240662970672,True,0.02,False,False
J012839.76+003342.5,CL-AGN,0.434354,22.165666666666667,0.5618055555555556,True,8.501214,2.2916136,0.06938550134673312,0.136293138869002,True,0.12,True,False
J012946.72+150457.3,CL-AGN,0.364851,22.444666666666663,15.082583333333334,True,14.752561,1.1647,0.1484338664934957,0.7205731516852882,True,0.1,False,False
J012953.16-003104.3,EVQ,0.487809,22.4715,-0.5178611111111112,False,8.197194,-4.3486643,,0.1066365931121912,True,0.0,False,False
J013309.79-000107.7,CL-AGN,0.393807,23.290791666666664,-0.018805555555555555,True,9.497199,3.4695048,0.1205091968465861,0.10215230245772491,True,0.18,True,False
J013944.05-004251.5,CL-AGN,0.471326,24.933541666666663,-0.7143055555555555,True,7.625928,1.8860226,0.036900984749719576,0.25279792316700705,True,0.06,False,False
J014022.54+002629.7,EVQ,1.857251,25.09391666666666,0.4415833333333333,False,6.244611,-0.108312584,,0.04585163401777641,True,0.0,False,False
J014128.85+003712.2,CL-AGN,0.814749,25.37020833333333,0.6200555555555556,True,7.404045,1.6260122,0.02932845019753869,0.09925859264621953,True,0.06,False,False
J014209.02-005050.0,CL-AGN,0.132549,25.53758333333333,-0.8472222222222222,True,18.345102,4.7940025,0.24970428092674216,0.8402961255440949,True,0.04,False,False
J015105.80-003426.4,EVQ,0.335108,27.774166666666662,-0.574,False,15.062674,3.875675,0.25156708529865934,0.32137964318870255,True,0.22,False,True
J015108.82+003517.2,CL-AGN,0.875433,27.786749999999998,0.5881111111111111,True,8.600437,2.4044976,0.0708563299662311,0.16668564286703685,True,0.14,True,False
J015717.74+004108.4,EVQ,0.389593,29.323916666666666,0.6856666666666666,False,10.860744,3.1012511,0.1223402390891821,0.4286867213629323,True,0.26,False,True
J015854.50+001307.3,CL-AGN,0.145004,29.72708333333333,0.21869444444444444,True,9.473265,2.7987754,0.07165637749777219,0.17675808369883575,True,0.14,True,False
J015957.64+003310.5,CL-AGN,0.31205,29.990166666666667,0.5529166666666667,True,7.6825237,1.2376419,0.05950885210436406,0.26540174033418085,True,0.06,True,False
