name,n_ztf_g,n_ztf_r,mjd_first_ztf,mjd_last_ztf,r_first,r_last,g_last,dr_last_minus_first,r_at_ref,dr_since_ref,slope_r_2yr,r_amp
J081051.52+325251.9,341,419,58217.2232176,60948.4482176,20.58915615,20.866703,20.9875641,0.27754685000000023,20.469670299999997,0.397032700000004,0.11559797797239248,0.7948105600000019
J083754.66+040007.2,313,490,58206.2153588,60943.5178819,18.8994579,19.6786842,19.54535865,0.7792262999999977,19.6751747,0.003509499999999832,-0.1578080453005546,1.068157395
J090315.11+010623.1,296,802,58202.2649537,60953.5272917,18.0200424,18.053081499999998,18.9424953,0.033039099999996324,18.0370407,0.016040799999998967,0.01778424062309112,0.2961206549999993
J091156.22-005140.4,122,212,58218.1915394,60968.4762731,20.0712547,20.3003712,20.6667023,0.22911649999999995,20.6115036,-0.3111323999999982,-0.30232781923695357,0.8661971100000017
J092739.77+050312.6,325,700,58202.2555903,60968.5227662,17.7832146,17.78610895,18.7827492,0.002894349999998269,17.798584,-0.012475050000002597,0.021584944681696666,0.3413553500000006
J093322.83+010120.9,572,1215,58202.2555903,60968.5218287,17.7691288,17.8626556,18.944118500000002,0.09352679999999935,17.8356085,0.027047100000000768,0.031952650734316246,0.32613389999999853
J113457.21+292502.4,524,688,58202.2896759,60964.5463079,18.641716,18.7995453,19.6032419,0.1578292999999995,18.7123547,0.08719059999999956,0.09917403336108083,0.3404664149999981
J142613.05+321212.3,248,605,58198.4143171,60860.3011343,20.4718666,20.2736874,21.10793015,-0.19817919999999845,20.52419755,-0.2505101500000002,0.14325902794226897,0.688962140000001
J220946.60-003822.8,41,53,58333.4136921,60244.2163194,18.5755768,18.6252975,19.43879795,0.049720699999998175,,,-0.04602794002689052,0.3048710200000002
J221026.83-001721.1,416,569,58256.4883102,60969.2538542,19.8193226,19.5876312,20.021904,-0.231691399999999,19.593381899999997,-0.005750699999996556,0.10277369744486012,0.5237411600000037
J012716.17-003557.7,86,370,58301.4421644,60969.2746875,19.6960001,19.739191050000002,20.9650726,0.04319095000000317,19.6514015,0.08778955000000366,0.13877073876232596,0.5912116200000028
J023904.10-004410.8,0,0,,,,,,,,,,
J024712.91-011106.2,342,369,58319.4647454,60968.3573843,20.0190105,19.817619299999997,20.246067,-0.20139120000000332,19.95888805,-0.14126875000000183,-0.06816236386562706,0.48722000000000065
J074147.21+303243.1,50,82,58429.3754051,60925.5145139,19.5369272,19.65610315,19.8000774,0.11917594999999892,,,0.03934176082224739,0.443552105000002
J091445.19+000648.8,299,399,58204.1994444,60968.4762731,19.3695831,19.2953835,19.24549385,-0.07419960000000003,18.70733165,0.5880518499999994,0.07617887150167575,0.9180044699999961
J091459.16+050243.4,296,801,58202.2649537,60968.5208796,18.0471897,18.156105,19.209293350000003,0.1089152999999996,18.181324,-0.02521899999999988,-0.037005174190854674,0.42852219999999974
J161734.42+490211.9,1585,1717,58198.3927315,60969.1597685,19.42073345,19.3990192,19.33463475,-0.021714249999998714,20.1372633,-0.7382440999999993,0.016857762799037817,0.8472739999999988
J001333.96+014506.8,38,42,58335.4418287,60306.1346065,20.707513849999998,20.60337355,20.5834904,-0.10414029999999741,,,0.1127481371286039,0.6948402699999967
J011851.07-010417.3,27,141,58312.442662,60969.2746875,20.8313255,20.8776398,21.375783,0.04631430000000236,20.82468415,0.05295565000000124,,0.7787018000000003
J012953.16-003104.3,195,256,58318.4426042,60967.3178472,20.4659462,20.6172848,20.9730911,0.151338599999999,20.6462994,-0.0290146,0.0037047630277808655,0.770498725000003
J014022.54+002629.7,34,28,58338.4571528,60969.3316551,21.414814,20.8759003,20.91709325,-0.5389136999999984,21.329998,-0.4540976999999984,-0.016017587620199072,1.0673634600000028
J023427.80+010921.9,184,253,58323.4429745,60948.4212384,20.6301498,20.6119194,20.772928200000003,-0.018230400000000202,20.70769405,-0.09577464999999918,0.011831949219286333,0.8972365999999994
J082526.43+274205.8,109,344,58217.2217708,60968.4830208,20.4177828,20.408319499999998,20.9451694,-0.009463300000003727,20.585515049999998,-0.17719555000000042,-0.15001865299959047,0.6883939850000012
J083537.26+314209.9,146,164,58247.1741435,60967.4474537,20.9047337,21.01334475,21.1447372,0.10861105000000038,21.0550556,-0.041710849999997635,-0.06901058200060313,0.9721603250000008
J083716.47+035606.1,361,568,58206.2153588,60943.5219097,17.2003651,17.1604195,17.9979973,-0.03994559999999936,17.1833725,-0.02295300000000111,0.030137037003894418,0.22728816000000407
J090315.87-000710.1,173,233,58218.2236458,60948.5170023,20.1564903,20.47926235,20.6084156,0.32277204999999753,20.05542565,0.42383669999999896,-0.10122184219681886,0.7134959999999992
J090826.74+002137.4,312,420,58204.1994444,60968.4762731,17.7081699,17.600133900000003,18.32124995,-0.10803599999999847,17.6511459,-0.051011999999996505,-0.014972897357620309,0.2848817799999992
J091649.41+000031.6,145,527,58218.1924537,60968.5001852,19.400190350000003,19.336359950000002,20.3648815,-0.06383040000000051,19.3775549,-0.04119494999999773,-0.11094125595143073,0.35094529999999935
J093149.46+014333.5,305,686,58202.2555903,60959.5299653,17.86976335,18.4756184,18.88965985,0.6058550499999988,18.310499200000002,0.1651191999999959,0.07126117261278334,0.7216176749999974
J112825.59+565646.1,360,347,58206.2618056,60968.5151968,20.75856685,20.255291,20.1901045,-0.5032758500000014,20.3435593,-0.0882682999999993,,0.9324584999999956
J140104.00+633733.2,52,69,58223.3206366,60853.1978819,21.0922585,20.8573923,21.43611045,-0.23486619999999903,21.5219536,-0.664561299999999,-0.1507806781259099,0.9855755199999976
J160451.30+553223.5,2589,3060,58197.3934144,60969.1602431,19.092495,18.76570035,19.466795949999998,-0.3267946500000001,18.664233199999998,0.10146715000000128,0.0873970174084981,0.5541392750000007
J160730.23+560305.6,1984,2385,58197.3934144,60969.1330903,20.706647850000003,20.6479006,20.6332321,-0.05874725000000325,19.25764755,1.3902530499999983,0.5673052673574387,1.8741603399999995
J221055.80-001702.4,19,120,58285.4013194,60948.2082407,21.0815096,21.023347899999997,21.2948341,-0.05816170000000298,21.2368088,-0.21346090000000117,0.04485452625527047,0.8126058600000015
J023029.63+004305.0,0,12,58345.4771296,60968.3143981,21.319934850000003,21.01439855,,-0.30553630000000354,,,0.15796270929013573,1.0114566650000008
J024510.20-000628.1,79,68,58323.4434259,60948.4207755,21.1151371,20.993362400000002,21.0116119,-0.12177469999999602,21.15560345,-0.16224104999999867,-0.02542396159914373,0.7721913349999987
J024637.95-004105.4,0,0,,,,,,,,,,
J080020.23+315414.2,116,518,58207.2126852,60968.4507407,20.8707771,20.9146042,21.36183455,0.0438270999999979,20.8201084,0.09449580000000068,-0.08927012593531217,0.6906986750000002
J082459.79+315932.5,30,97,58425.4622917,60969.4850463,21.1751785,20.9239235,21.298439000000002,-0.25125500000000045,21.294754,-0.3708305000000003,-0.09246069850948234,1.077796959999997
J083414.18+270101.6,93,182,58227.1596528,60933.511331,20.8466759,21.00298595,21.3101768,0.1563100499999983,20.9256077,0.07737824999999887,-0.103590663568003,0.7369832399999972
J085502.14+520137.7,0,0,,,,,,,,,,
J090903.50-005928.9,153,143,58227.1693634,60795.2218056,20.65987495,20.5648861,20.369976,-0.09498885000000001,20.6071205,-0.04223440000000167,-0.04949767775008536,0.6023802899999993
J093041.65+011842.1,19,102,58429.4764005,60959.5260069,21.3034258,20.7224102,21.4947214,-0.5810156000000006,,,-0.1439892245649332,1.1311995249999995
J122334.95+281544.0,108,45,58202.3140162,60409.2175231,21.1226635,21.6752815,21.2963009,0.5526179999999989,21.1760998,0.49918170000000117,,0.7611709600000012
J140836.66+620103.9,0,10,58580.3539931,60059.2897801,21.2136555,20.9114933,,-0.3021622000000015,,,,0.8113755950000012
J164407.45+491912.0,0,383,58198.4689583,60950.1562963,21.0570202,20.9117689,,-0.14525130000000175,21.1521606,-0.24039169999999999,-0.06762077403211972,0.8330947299999956
J170643.86+412109.1,462,422,58198.4527315,60929.1462847,21.2624207,21.4079056,21.568798100000002,0.14548489999999958,21.5850811,-0.1771755000000006,-0.0064610848497663,0.9642784249999998
J221301.55-004714.9,0,8,59141.1822801,60217.216875,21.3208752,20.5391464,,-0.7817287999999998,,,,0.694778515000003
