rank,night,stratum,tier,arm,name,ra,dec,z,r_now,r_mag,t_exp_min,exp_plan,yield_per_hour,prio_per_hour,priority_night,priority,score,trend,source_catalog,notes,years_since_last_spec,P_hb_dim,P_cont_dim,P_hb_bright,P_cont_bright,P_hb,lit_corner,dir,d_opt,dw1_neowise,dcolor,ampW1,LOGLEDD_RATIO,known_type,mjd_last_sdssv,why,why_night,hrs_sep23,minX_sep23,moonsep_sep23,rank04,origin,sched_start
0,sep23,D1,D1,quasar,P3194,250.87575,21.411994,0.1580852,18.22448,18.22448,8.0,2 x 4 min,1.605,1.605,0.348,0.348,0.3478559476894166,flat/unknown,DR16_QSO,DR16 quasar,22.299794661190965,0.3478559476894166,0.025815978224569,0.0178792513194781,0.0130518080293459,0.1666666666666666,False,0.0,0.0736106217132217,0.1624999999999996,-0.0495000000000001,0.29549783,,,,"P(broad Hbeta fell > 2x) = 0.35, P(continuum dimmed) = 0.03; optical fainter by 0.07 mag since the 1570-53149-116 spectrum (ZTF vs synthetic); W1 faded 0.16 mag 2014-24; manifold prior P_hb 0.17, direction neutral","P(broad Hbeta fell > 2x) = 0.35, P(continuum dimmed) = 0.03; optical fainter by 0.07 mag since the 1570-53149-116 spectrum (ZTF vs synthetic); W1 faded 0.16 mag 2014-24; manifold prior P_hb 0.17, direction neutral; sep23: x1.0 moon, 8 min + 5 overhead -> yield/h 1.605",1.8333333333333333,1.27,108.0,0,04,
0,sep23,D1,D1,quasar,P3403,251.36904,22.465419,0.1486187,18.28063,18.28063,8.0,2 x 4 min,1.599,1.599,0.346,0.346,0.3463567344098989,fading (IR),DR16_QSO,DR16 quasar,22.299794661190965,0.3463567344098989,0.0267073374350006,0.0077715000490035,0.0121099182411277,0.1733333333333333,False,0.06,0.0763129796292023,0.3194999999999997,0.0774999999999987,0.81673265,,,,"P(broad Hbeta fell > 2x) = 0.35, P(continuum dimmed) = 0.03; optical fainter by 0.08 mag since the 1570-53149-619 spectrum (ZTF vs synthetic); W1 faded 0.32 mag 2014-24; W1 amplitude 0.82 mag; manifold prior P_hb 0.17, direction turn-on-like","P(broad Hbeta fell > 2x) = 0.35, P(continuum dimmed) = 0.03; optical fainter by 0.08 mag since the 1570-53149-619 spectrum (ZTF vs synthetic); W1 faded 0.32 mag 2014-24; W1 amplitude 0.82 mag; manifold prior P_hb 0.17, direction turn-on-like; sep23: x1.0 moon, 8 min + 5 overhead -> yield/h 1.599",1.8333333333333333,1.26,107.0,0,04,
0,sep23,D1,D1,quasar,P4673,258.83413,27.807216,0.1072541,18.40564,18.40564,9.0,2 x 4 min,1.526,1.526,0.356,0.356,0.3561030463435972,fading (IR),DR16_QSO,DR16 quasar,24.32306639288159,0.3561030463435972,0.0926943345745054,0.0066023293247108,0.0031859695411893,0.2333333333333333,False,-0.02,-0.0173819913880954,0.5259999999999998,-0.2129999999999992,1.2773992,,,,"P(broad Hbeta fell > 2x) = 0.36, P(continuum dimmed) = 0.09; optical brighter by 0.02 mag since the 977-52410-125 spectrum (ZTF vs synthetic); W1 faded 0.53 mag 2014-24; W1-W2 bluer by 0.21; W1 amplitude 1.28 mag; manifold prior P_hb 0.23, direction neutral","P(broad Hbeta fell > 2x) = 0.36, P(continuum dimmed) = 0.09; optical brighter by 0.02 mag since the 977-52410-125 spectrum (ZTF vs synthetic); W1 faded 0.53 mag 2014-24; W1-W2 bluer by 0.21; W1 amplitude 1.28 mag; manifold prior P_hb 0.23, direction neutral; sep23: x1.0 moon, 9 min + 5 overhead -> yield/h 1.526",2.5,1.14,100.0,0,04,
0,sep23,D2,D2,quasar,P4596,257.38107,34.552851,0.07789548,17.24303,17.24303,8.0,2 x 4 min,1.52,1.52,0.329,0.329,0.3292648233039401,brightening,DR16_QSO,DR16 quasar,18.365503080082135,0.0485183908837417,0.0012645862534599,0.3292648233039401,0.3843103832248969,0.0933333333333333,False,0.1,-0.6455769780604363,-0.2995000000000001,0.1574999999999988,1.0179503,,,,"P(broad Hbeta rose > 2x) = 0.33, P(continuum brightened) = 0.38; optical brighter by 0.65 mag since the 2972-54586-253 spectrum (ZTF vs synthetic); W1 brightened 0.30 mag 2014-24; W1-W2 redder by 0.16; W1 amplitude 1.02 mag; manifold prior P_hb 0.09, direction turn-on-like","P(broad Hbeta rose > 2x) = 0.33, P(continuum brightened) = 0.38; optical brighter by 0.65 mag since the 2972-54586-253 spectrum (ZTF vs synthetic); W1 brightened 0.30 mag 2014-24; W1-W2 redder by 0.16; W1 amplitude 1.02 mag; manifold prior P_hb 0.09, direction turn-on-like; sep23: x1.0 moon, 8 min + 5 overhead -> yield/h 1.52",2.6666666666666665,1.14,101.0,0,04,
0,sep23,D1,D1,quasar,P3336,253.55054,62.895564,0.1056367,18.2266,18.2266,8.0,2 x 4 min,1.509,1.509,0.327,0.327,0.3269038168580008,flat/unknown,DR16_QSO,DR16 quasar,26.269678302532512,0.3269038168580008,0.0204173051295163,0.0106439720905188,0.0134975554326239,0.2133333333333333,False,-0.02,0.1010995275866601,0.1370000000000004,-0.0420000000000015,0.41057593,,,,"P(broad Hbeta fell > 2x) = 0.33, P(continuum dimmed) = 0.02; optical fainter by 0.10 mag since the 349-51699-216 spectrum (ZTF vs synthetic); W1 faded 0.14 mag 2014-24; W1 amplitude 0.41 mag; manifold prior P_hb 0.21, direction neutral","P(broad Hbeta fell > 2x) = 0.33, P(continuum dimmed) = 0.02; optical fainter by 0.10 mag since the 349-51699-216 spectrum (ZTF vs synthetic); W1 faded 0.14 mag 2014-24; W1 amplitude 0.41 mag; manifold prior P_hb 0.21, direction neutral; sep23: x1.0 moon, 8 min + 5 overhead -> yield/h 1.509",3.3333333333333335,1.27,97.0,0,04,
0,sep23,D1,D1,quasar,P39,239.68637,52.849853,0.2062602,18.29957,18.29957,8.0,2 x 4 min,1.497,1.497,0.324,0.324,0.3244401061079459,fading,DR16_QSO,DR16 quasar,25.311430527036276,0.3244401061079459,0.0264229114068171,0.0050588456010313,0.0073829730260325,0.1866666666666666,False,0.02,0.2347364317039648,0.0809999999999995,-0.0095000000000009,0.3477384,,,,"P(broad Hbeta fell > 2x) = 0.32, P(continuum dimmed) = 0.03; optical fainter by 0.23 mag since the 618-52049-619 spectrum (ZTF vs synthetic); manifold prior P_hb 0.19, direction neutral","P(broad Hbeta fell > 2x) = 0.32, P(continuum dimmed) = 0.03; optical fainter by 0.23 mag since the 618-52049-619 spectrum (ZTF vs synthetic); manifold prior P_hb 0.19, direction neutral; sep23: x1.0 moon, 8 min + 5 overhead -> yield/h 1.497",2.1666666666666665,1.34,108.0,0,04,
0,sep23,D1,D1,quasar,P1969,244.16334,33.991683,0.2249999,18.52595,18.52595,12.0,2 x 6 min,1.493,1.493,0.423,0.423,0.4230192631572099,fading,DR16_QSO,DR16 quasar,21.51403148528405,0.4230192631572099,0.0398213957570903,0.0048603228856436,0.0095282447833632,0.1866666666666666,False,0.02,0.255287119496149,0.0999999999999996,-0.0790000000000024,0.4282171,,,,"P(broad Hbeta fell > 2x) = 0.42, P(continuum dimmed) = 0.04; optical fainter by 0.26 mag since the 1683-53436-103 spectrum (ZTF vs synthetic); W1 amplitude 0.43 mag; manifold prior P_hb 0.19, direction neutral","P(broad Hbeta fell > 2x) = 0.42, P(continuum dimmed) = 0.04; optical fainter by 0.26 mag since the 1683-53436-103 spectrum (ZTF vs synthetic); W1 amplitude 0.43 mag; manifold prior P_hb 0.19, direction neutral; sep23: x1.0 moon, 12 min + 5 overhead -> yield/h 1.493",1.8333333333333333,1.3,111.0,0,04,
0,sep23,K,K,quasar,P2759,247.12158,43.496824,0.2602845,18.78583,18.78583,19.0,2 x 10 min,1.49,1.49,0.596,0.596,0.596,fading,DR16_QSO,DR16 quasar,1.3086926762491444,0.2668435483183872,0.2934115338694987,0.0016803660752526,0.0017538206028129,0.1333333333333333,True,-0.04,0.534515877281077,-0.096,-0.0250000000000003,0.6123793,-1.6170550669454684,turn-off,60816.0,"KNOWN changer (turn-off) with recent photometric motion; optical fainter by 0.53 mag since the 626-52057-305 spectrum (ZTF vs synthetic); W1 amplitude 0.61 mag; log Edd -1.62; manifold prior P_hb 0.13 (literature corner), direction turn-off-like","KNOWN changer (turn-off) with recent photometric motion; optical fainter by 0.53 mag since the 626-52057-305 spectrum (ZTF vs synthetic); W1 amplitude 0.61 mag; log Edd -1.62; manifold prior P_hb 0.13 (literature corner), direction turn-off-like; sep23: x1.0 moon, 19 min + 5 overhead -> yield/h 1.49",2.3333333333333335,1.24,107.0,0,04,
0,sep23,D1,D1,quasar,P3900,251.17722,26.320357,0.1440471,17.43392,17.43392,8.0,2 x 4 min,1.489,1.489,0.323,0.323,0.3227080994183888,brightening (IR),DR16_QSO,DR16 quasar,22.250513347022583,0.3227080994183888,0.0164335374611311,0.01253406249268,0.032837099782937,0.1866666666666666,False,0.12,0.1739959700697646,-0.3215000000000003,-0.0225000000000008,0.805859,,,,"P(broad Hbeta fell > 2x) = 0.32, P(continuum dimmed) = 0.02; optical fainter by 0.17 mag since the 1423-53167-603 spectrum (ZTF vs synthetic); W1 brightened 0.32 mag 2014-24; W1 amplitude 0.81 mag; manifold prior P_hb 0.19, direction turn-on-like","P(broad Hbeta fell > 2x) = 0.32, P(continuum dimmed) = 0.02; optical fainter by 0.17 mag since the 1423-53167-603 spectrum (ZTF vs synthetic); W1 brightened 0.32 mag 2014-24; W1 amplitude 0.81 mag; manifold prior P_hb 0.19, direction turn-on-like; sep23: x1.0 moon, 8 min + 5 overhead -> yield/h 1.489",2.0,1.24,107.0,0,04,
0,sep23,D2,D2,quasar,P4600,257.29342,30.462984,0.3453382,18.72905,18.72905,17.0,2 x 8 min,1.477,1.477,0.541,0.541,0.5414334993810459,brightening,DR16_QSO,DR16 quasar,7.578370978781656,0.0074566247270552,0.0057076972486345,0.5414334993810459,0.2020612712255313,0.0466666666666666,False,0.02,-0.6474220371319941,-0.5820000000000007,0.0385000000000008,0.31219476,-1.3725766691715933,,,"P(broad Hbeta rose > 2x) = 0.54, P(continuum brightened) = 0.20; optical brighter by 0.65 mag since the 11653-58526-102 spectrum (ZTF vs synthetic); W1 brightened 0.58 mag 2014-24; log Edd -1.37; manifold prior P_hb 0.05, direction neutral","P(broad Hbeta rose > 2x) = 0.54, P(continuum brightened) = 0.20; optical brighter by 0.65 mag since the 11653-58526-102 spectrum (ZTF vs synthetic); W1 brightened 0.58 mag 2014-24; log Edd -1.37; manifold prior P_hb 0.05, direction neutral; sep23: x1.0 moon, 17 min + 5 overhead -> yield/h 1.477",2.5,1.15,101.0,0,04,
0,sep23,D1,D1,quasar,P187,236.20825,43.864251,0.1488845,17.46845,17.46845,8.0,2 x 4 min,1.47,1.47,0.319,0.319,0.3185619572981079,fading,DR16_QSO,DR16 quasar,23.30458590006845,0.3185619572981079,0.021513499971557,0.0029370113184972,0.0051383650229478,0.1933333333333333,False,0.0,0.2413369478919236,0.1910000000000007,-0.0490000000000012,0.41069394,,,,"P(broad Hbeta fell > 2x) = 0.32, P(continuum dimmed) = 0.02; optical fainter by 0.24 mag since the 1333-52782-140 spectrum (ZTF vs synthetic); W1 faded 0.19 mag 2014-24; W1 amplitude 0.41 mag; manifold prior P_hb 0.19, direction neutral","P(broad Hbeta fell > 2x) = 0.32, P(continuum dimmed) = 0.02; optical fainter by 0.24 mag since the 1333-52782-140 spectrum (ZTF vs synthetic); W1 faded 0.19 mag 2014-24; W1 amplitude 0.41 mag; manifold prior P_hb 0.19, direction neutral; sep23: x1.0 moon, 8 min + 5 overhead -> yield/h 1.47",1.6666666666666667,1.39,114.0,0,04,
0,sep23,D2,D2,quasar,P2861,246.68207,41.417022,0.5309699,17.97459,17.97459,8.0,2 x 4 min,1.47,1.47,0.318,0.318,0.3184574218410523,brightening,DR16_QSO,DR16 quasar,24.407939767282684,0.0020060073694207,0.0029763560184471,0.3184574218410523,0.105765079215136,0.0533333333333333,False,0.0,-0.9077250434764004,0.0630000000000006,0.0529999999999972,0.44324097,-1.0391127241779472,,,"P(broad Hbeta rose > 2x) = 0.32, P(continuum brightened) = 0.11; optical brighter by 0.91 mag since the 816-52379-255 spectrum (ZTF vs synthetic); W1 amplitude 0.44 mag; log Edd -1.04; manifold prior P_hb 0.05, direction neutral","P(broad Hbeta rose > 2x) = 0.32, P(continuum brightened) = 0.11; optical brighter by 0.91 mag since the 816-52379-255 spectrum (ZTF vs synthetic); W1 amplitude 0.44 mag; log Edd -1.04; manifold prior P_hb 0.05, direction neutral; sep23: x1.0 moon, 8 min + 5 overhead -> yield/h 1.47",2.1666666666666665,1.25,107.0,0,04,
0,sep23,D2,D2,galaxy,G5656716943262242816,336.49861,20.329098,0.1553897,17.8614,17.8614,9.0,2 x 4 min,1.44,1.44,0.336,0.84,0.84,brightening,SDSS_GALAXY,turn-on arm: SDSS narrow-line AGN galaxy,,,,,,,,,-0.3479267109117954,-0.5739999999999998,0.3840000000000003,,,,,"TURN-ON candidate (galaxy parent, AGN, z=0.155): W1 brightened 0.57 mag and W2 0.96 mag 2014-24 (20/33 sigma); ZTF g brighter than the archival spectrum by 0.35 mag (host-offset corrected), ZTF amplitude 0.98; W1-W2 reddened by +0.38 (nucleus emerging); score 0.84 = literature success rate of this trigger set","TURN-ON candidate (galaxy parent, AGN, z=0.155): W1 brightened 0.57 mag and W2 0.96 mag 2014-24 (20/33 sigma); ZTF g brighter than the archival spectrum by 0.35 mag (host-offset corrected), ZTF amplitude 0.98; W1-W2 reddened by +0.38 (nucleus emerging); score 0.84 = literature success rate of this trigger set; sep23: x0.4 moon, 9 min + 5 overhead -> yield/h 1.44",4.666666666666667,1.03,31.0,0,04,
0,sep23,D2,D2,quasar,P70,234.94842,43.22822,0.3480495,18.1827,18.1827,8.0,2 x 4 min,1.435,1.435,0.311,0.311,0.3108486964267527,brightening,DR16_QSO,DR16 quasar,24.16974674880219,0.0096051168912622,0.0082231896395521,0.3108486964267527,0.2312485427810283,0.08,True,0.08,-0.6796222327000017,-0.2469999999999999,0.0214999999999996,0.67355156,-0.8625997559106935,,,"P(broad Hbeta rose > 2x) = 0.31, P(continuum brightened) = 0.23; optical brighter by 0.68 mag since the 1052-52466-77 spectrum (ZTF vs synthetic); W1 brightened 0.25 mag 2014-24; W1 amplitude 0.67 mag; log Edd -0.86; manifold prior P_hb 0.08 (literature corner), direction turn-on-like","P(broad Hbeta rose > 2x) = 0.31, P(continuum brightened) = 0.23; optical brighter by 0.68 mag since the 1052-52466-77 spectrum (ZTF vs synthetic); W1 brightened 0.25 mag 2014-24; W1 amplitude 0.67 mag; log Edd -0.86; manifold prior P_hb 0.08 (literature corner), direction turn-on-like; sep23: x1.0 moon, 8 min + 5 overhead -> yield/h 1.435",1.5,1.42,115.0,0,04,
0,sep23,D1,D1,quasar,P1861,242.02784,42.682725,0.0844035,17.08758,17.08758,8.0,2 x 4 min,1.433,1.433,0.311,0.311,0.3105418678740446,flat/unknown,DR16_QSO,DR16 quasar,23.37577002053388,0.3105418678740446,0.017711910636138,0.0088770320607798,0.0105902344690215,0.2333333333333333,False,0.0,0.1145208442731,0.157,-0.059000000000001,0.47480947,,,,"P(broad Hbeta fell > 2x) = 0.31, P(continuum dimmed) = 0.02; optical fainter by 0.11 mag since the 1170-52756-162 spectrum (ZTF vs synthetic); W1 faded 0.16 mag 2014-24; W1 amplitude 0.47 mag; manifold prior P_hb 0.23, direction neutral","P(broad Hbeta fell > 2x) = 0.31, P(continuum dimmed) = 0.02; optical fainter by 0.11 mag since the 1170-52756-162 spectrum (ZTF vs synthetic); W1 faded 0.16 mag 2014-24; W1 amplitude 0.47 mag; manifold prior P_hb 0.23, direction neutral; sep23: x1.0 moon, 8 min + 5 overhead -> yield/h 1.433",2.0,1.31,110.0,0,04,
0,sep23,D1,D1,quasar,P4010,248.70245,33.274485,0.1418631,18.28621,18.28621,8.0,2 x 4 min,1.409,1.409,0.305,0.305,0.3052977225453931,fading (IR),DR16_QSO,DR16 quasar,24.021902806297057,0.3052977225453931,0.015406897562103,0.0083605580809531,0.0226327506333981,0.18,False,0.04,-0.0155215887261839,0.3164999999999995,-0.009999999999998,0.9657633,,,,"P(broad Hbeta fell > 2x) = 0.31, P(continuum dimmed) = 0.02; optical brighter by 0.02 mag since the 1058-52520-72 spectrum (ZTF vs synthetic); W1 faded 0.32 mag 2014-24; W1 amplitude 0.97 mag; manifold prior P_hb 0.18, direction turn-on-like","P(broad Hbeta fell > 2x) = 0.31, P(continuum dimmed) = 0.02; optical brighter by 0.02 mag since the 1058-52520-72 spectrum (ZTF vs synthetic); W1 faded 0.32 mag 2014-24; W1 amplitude 0.97 mag; manifold prior P_hb 0.18, direction turn-on-like; sep23: x1.0 moon, 8 min + 5 overhead -> yield/h 1.409",2.0,1.24,108.0,0,04,
0,sep23,D1,D1,quasar,P3195,250.76794,26.610863,0.1452637,18.42763,18.42763,10.0,2 x 5 min,1.407,1.407,0.352,0.352,0.3516602668979716,brightening (IR),DR16_QSO,DR16 quasar,22.250513347022583,0.3516602668979716,0.0148280496400029,0.0160679246355002,0.0187404275659626,0.0133333333333333,False,0.0999999999999999,0.1977157352912186,-0.2055000000000006,0.1554999999999999,0.25826094,,,,"P(broad Hbeta fell > 2x) = 0.35, P(continuum dimmed) = 0.01; optical fainter by 0.20 mag since the 1423-53167-449 spectrum (ZTF vs synthetic); W1 brightened 0.21 mag 2014-24; W1-W2 redder by 0.16; manifold prior P_hb 0.01, direction turn-on-like","P(broad Hbeta fell > 2x) = 0.35, P(continuum dimmed) = 0.01; optical fainter by 0.20 mag since the 1423-53167-449 spectrum (ZTF vs synthetic); W1 brightened 0.21 mag 2014-24; W1-W2 redder by 0.16; manifold prior P_hb 0.01, direction turn-on-like; sep23: x1.0 moon, 10 min + 5 overhead -> yield/h 1.407",2.0,1.24,107.0,0,04,
