idx,name,ra,dec,n_spec,n_sdss,n_desi,mjd_first,mjd_last,years_since_last_spec,baseline_yr,surveys,mjd_list,class_list,subclass_list,class_change_flag,broadline_change_flag,last_class,last_subclass,z_spec_median,r_nmgy_last_sdssv,mjd_last_sdssv
587,P20057,141.62537,13.045721,2,1,1,54093.0,59554.43852315,4.74326083553918,14.952603759479803,main|sdss,54093|59554,QSO|GALAXY,BROADLINE|,True,True,GALAXY,,0.47927815615597047,,
588,P22605,150.74083,31.829257,2,2,0,53433.0,58142.0,8.610306757921107,12.892539356605065,eboss|sdss,53433|58142,QSO|?,BROADLINE|,False,False,?,,0.3887975,,
589,P1895,244.45786,22.366926,1,1,0,53520.0,53520.0,21.264653096045677,0.0,sdss,53520,QSO,STARBURST BROADLINE,False,False,QSO,STARBURST BROADLINE,0.2670495,,
590,P18189,134.01104,6.0668856,8,8,0,52668.0,60000.0,3.5233799954296616,20.073921971252567,BHM|sdss,52668|59874|59878|59878|59999|59999|60000|60000,?|?|?|?|?|?|?|?,|||||||,False,False,?,,,,
591,P18571,137.53865,6.3725449,2,1,1,52703.0,59669.11118335,4.429304202548064,19.07217298658454,main|sdss,52703|59669,QSO|QSO,BROADLINE|,False,True,QSO,,0.36990177884887104,,
592,P25552,162.68328,50.058128,3,3,0,52346.0,56381.0,13.431661994060736,11.047227926078028,boss|sdss,52346|52669|56381,QSO|QSO|QSO,BROADLINE|BROADLINE|BROADLINE,False,False,QSO,BROADLINE,0.6248659,,
593,P25088,163.82536,57.073223,1,1,0,52427.0,52427.0,24.257124006381066,0.0,sdss,52427,QSO,BROADLINE,False,False,QSO,BROADLINE,0.6961403,,
594,P18513,131.32462,6.2043007,4,2,2,52708.0,59645.14328933,4.494924720056628,18.992863215140318,main|sdss,52708|52964|59532|59645,QSO|QSO|QSO|QSO,BROADLINE|BROADLINE||,False,True,QSO,,0.6546480525983511,,
595,P23242,151.79189,50.56021,1,1,0,52706.0,52706.0,23.493263636771207,0.0,sdss,52706,QSO,BROADLINE,False,False,QSO,BROADLINE,0.2110741,,
596,P16566,123.65952,29.105528,2,1,1,52618.0,59509.48512901,4.86633652106964,18.86785798496919,main|sdss,52618|59509,QSO|QSO,STARBURST BROADLINE|,False,True,QSO,,0.2258405769200493,,
597,P16642,125.577,33.091132,2,1,1,52325.0,59519.45567572,4.839038651911531,19.69734613475701,main|sdss,52325|59519,QSO|QSO,BROADLINE|,False,True,QSO,,0.1250321636355365,,
598,P20784,144.69336,20.418836,1,1,0,53713.0,53713.0,20.736247894129182,0.0,sdss,53713,QSO,STARBURST BROADLINE,False,False,QSO,STARBURST BROADLINE,0.2044465,,
599,P20807,144.53821,66.307255,1,1,0,54474.0,54474.0,18.652743445121654,0.0,sdss,54474,QSO,BROADLINE,False,False,QSO,BROADLINE,0.1201307,,
600,P19920,141.99349,57.209584,3,3,0,51908.0,59953.0,3.6520589824248706,22.026009582477755,OPEN_FIBER|sdss,51908|59953|59953,?|?|?,||,False,False,?,,,,
601,P2707,242.71685,30.034293,2,1,1,52876.0,59641.035802895,4.50617040502583,18.52165859793292,main|sdss,52876|59641,QSO|QSO,AGN BROADLINE|,False,True,QSO,,0.09948946240219347,,
602,P18578,137.76594,45.462041,1,1,0,52606.0,52606.0,23.767048715484417,0.0,sdss,52606,QSO,STARBURST BROADLINE,False,False,QSO,STARBURST BROADLINE,0.2948855,,
603,P19742,137.09855,61.516695,2,1,1,54450.0,59545.44202861,4.7678918951969465,13.950559968815877,main|sdss,54450|59545,QSO|QSO,BROADLINE|,False,True,QSO,,0.7818415432693206,,
604,P3623,248.43846,51.463492,1,1,0,56191.0,56191.0,13.951853643615836,0.0,boss,56191,QSO,BROADLINE,False,False,QSO,BROADLINE,0.6195329,,
605,P22452,155.35504,43.001689,5,4,1,52994.0,60069.0,3.3344682911175467,19.370294318959616,OPEN_FIBER|eboss|sdss|sv1,52994|57419|59231|60069|60069,?|?|QSO|?|?,||||,False,False,?,,0.6685832702871162,,
606,P14400,119.98305,19.83992,1,1,0,53315.0,53315.0,21.825912507407757,0.0,sdss,53315,QSO,STARBURST BROADLINE,False,False,QSO,STARBURST BROADLINE,0.183351,,
607,P4357,259.62087,57.572877,1,1,0,51788.0,51788.0,26.00661065935848,0.0,sdss,51788,QSO,BROADLINE,False,False,QSO,BROADLINE,0.100305,,
608,P23473,154.80239,63.967421,3,3,0,-999.0,59952.0,3.6547968332120027,166.8747433264887,SDSS-V|nan|sdss,-999|51914|59952,?|QSO|?,|BROADLINE|,False,False,?,,0.04151702,,
609,P20322,136.36476,37.537823,2,1,1,52705.0,59557.402558035,4.735145750296194,18.760855737262148,main|sdss,52705|59557,QSO|QSO,BROADLINE|,False,True,QSO,,0.5543307625070557,,
610,P14812,116.23314,36.795513,27,26,1,57817.0,59519.42991199,4.839109189159977,4.660999074579062,BHM|eboss|main,57817|59147|59147|59163|59163|59195|59195|59220|59220|59245|59246|59247|59248|59248|59249|59250|59250|59265|59267|59267|59272|59273|59273|59277|59278|59278|59519,?|QSO|QSO|QSO|QSO|QSO|QSO|QSO|QSO|?|?|?|QSO|QSO|?|QSO|QSO|?|QSO|QSO|?|QSO|QSO|?|QSO|QSO|QSO,|BROADLINE|BROADLINE|BROADLINE|BROADLINE|BROADLINE|BROADLINE|BROADLINE|BROADLINE||||BROADLINE|BROADLINE||BROADLINE|BROADLINE||BROADLINE|BROADLINE||BROADLINE|BROADLINE||BROADLINE|BROADLINE|,False,True,QSO,,0.4126378,52.71281,59278.0
611,P4368,259.48348,26.196812,2,1,1,52427.0,59716.40085739,4.299832131254441,19.95729187512662,main|sdss,52427|59716,QSO|QSO,BROADLINE|,False,True,QSO,,0.1456606352385003,,
612,P18210,130.50458,16.21155,1,1,0,53711.0,53711.0,20.741723595703448,0.0,sdss,53711,QSO,AGN,False,False,QSO,AGN,0.1324344,,
613,P14920,113.77357,42.596013,2,1,1,53035.0,59536.37147506,4.792725717373543,17.799785010431204,main|sdss,53035|59536,QSO|QSO,STARBURST BROADLINE|,False,True,QSO,,0.08620770929055206,,
614,P14868,117.18695,44.23945,2,1,1,53052.0,59522.42348758,4.830913225874554,17.715054038548946,main|sdss,53052|59522,QSO|QSO,BROADLINE|,False,True,QSO,,0.42547168518804085,,
615,P23660,155.02504,24.706726,1,1,0,53734.0,53734.0,20.67875302759941,0.0,sdss,53734,QSO,BROADLINE,False,False,QSO,BROADLINE,0.1341958,,
616,P3326,249.59079,28.983999,2,1,1,55832.0,59377.3423954,5.228123608297553,9.706618467898707,boss|main,55832|59377,QSO|QSO,BROADLINE|,False,True,QSO,,0.672101568780084,,
617,P22389,153.37993,18.327553,2,2,0,53768.0,57808.0,9.524748920823228,11.06091718001369,eboss|sdss,53768|57808,QSO|?,BROADLINE|,False,False,?,,0.7428057,,
618,P20804,144.73022,29.040021,2,2,0,53385.0,58156.0,8.571976846901256,13.062286105407255,eboss|sdss,53385|58156,QSO|?,BROADLINE|,False,False,?,,0.7087007,,
619,P17747,129.66409,44.78176,4,4,0,52232.0,59986.0,3.561709906449511,21.229295003422312,BHM|boss|sdss,52232|56365|59986|59986,?|?|?|?,|||,False,False,?,,,,
620,P4289,256.91488,38.773381,2,1,1,58283.0,59377.37509246,5.228034088626095,2.9962357083093845,eboss|main,58283|59377,?|GALAXY,|,False,False,GALAXY,,0.5467282766426262,,
621,P19973,140.71885,41.522427,1,1,0,52636.0,52636.0,23.684913191870457,0.0,sdss,52636,QSO,BROADLINE,False,False,QSO,BROADLINE,0.7317604,,
622,P16320,121.40927,24.704126,2,1,1,52705.0,59561.34189322,4.724360438359161,18.77164104919918,main|sdss,52705|59561,QSO|QSO,BROADLINE|,False,True,QSO,,0.09915887186694047,,
623,P23054,150.05314,48.498927,2,1,1,52708.0,59629.27073757,4.538381398386548,18.949406536810397,main|sdss,52708|59629,QSO|QSO,BROADLINE|,False,True,QSO,,0.7822513442658883,,
