name,ra,dec
P631,232.80186,28.226905
P634,233.08215,37.772247
P635,232.82784,37.921632
P637,236.8405,34.053414
P639,236.68488,4.4808336
P640,233.06662,7.6500697
P641,232.94541,6.3827747
P642,232.82535,7.4577529
P644,236.8866,26.574321
P645,234.82743,36.090671
P647,238.14756,32.566098
P648,238.35411,31.868337
P649,234.96757,33.825223
P650,238.34845,43.47481
P651,238.34982,43.650092
P652,238.03804,43.639413
P653,235.16009,45.456939
P654,234.88031,46.07886
P656,238.02565,3.3789164
P658,238.15523,2.3817168
P659,238.1355,57.087841
P662,236.76291,8.5667426
P663,232.97416,34.448101
P664,233.02063,34.911073
P666,236.76323,56.364644
P667,236.73593,0.95541601
P669,232.86349,56.902991
P672,239.87068,56.751188
P674,233.6075,18.406552
P676,236.35075,19.621832
P677,233.5473,26.356777
P678,236.40304,30.666085
P679,236.47285,9.6057006
P681,233.59881,38.605113
P682,236.511,36.375616
P684,236.3203,38.260994
P685,233.72385,37.347915
P686,233.66797,31.01278
P688,233.63485,37.048299
P689,233.55685,35.508365
P690,233.59425,31.860908
P691,239.80658,37.273048
P693,233.62707,39.60648
P695,233.71399,37.061795
P696,236.33258,44.342992
P698,233.52033,48.394724
P700,233.6472,49.405084
P701,236.32522,46.643912
P702,236.26849,46.715277
P703,236.30216,42.923884
P704,233.52228,43.92406
P705,239.99752,39.056956
P706,236.4631,40.944769
P707,233.50939,42.880388
P708,236.51585,42.304542
P709,236.32822,49.785986
P715,232.52434,56.09134
P717,235.78241,19.631043
P718,235.6938,19.773932
P719,232.75848,23.810958
P721,232.63772,26.651381
P722,239.17042,8.9258753
P723,239.10794,9.0551763
P724,239.19067,35.21516
P727,232.68246,39.076568
P728,235.76023,36.913676
P729,235.59308,37.216684
P730,232.63396,38.88598
P731,239.2214,32.124168
P732,239.21414,32.168909
P733,235.64597,30.687277
P734,232.62992,42.782296
P735,239.14417,38.368463
P737,232.65099,42.106696
P739,232.6176,9.3939102
P740,239.09541,34.037141
P741,232.75074,37.607966
P742,235.67789,35.008179
P744,235.7491,44.686627
P745,239.15928,44.481485
P746,239.34412,44.981802
P747,239.27974,45.116683
P748,239.08986,39.253436
P749,235.76259,41.494731
P751,232.76036,43.943805
P752,232.78839,1.4386054
P753,239.0606,48.733278
P755,235.82666,51.511903
P756,232.63667,52.635778
P758,239.3273,48.176769
P759,232.69934,51.724786
P760,234.05248,37.851732
P764,234.01031,39.535285
P765,238.44487,36.365071
P766,233.87434,38.33587
P767,233.93462,37.161989
P768,233.8009,36.871396
P769,238.51025,32.607885
P770,238.57263,32.64384
P772,233.96721,40.44919
P773,238.47999,6.865946
P775,234.06528,7.1593833
P776,233.77277,7.1296895
P777,233.76849,7.1990704
P778,233.88841,6.9758209
P779,238.42018,7.312575
P780,234.06885,7.879785
P781,234.01322,8.0281553
P782,234.08033,33.77435
P783,234.09025,33.895863
P784,234.08916,32.410362
P785,233.88695,33.654654
P787,238.64678,32.779705
P789,238.62469,46.418447
P790,238.5794,45.44392
P792,238.54208,46.338818
P793,233.88848,49.227107
P795,234.0015,48.619336
P796,234.0838,45.424843
P799,233.86846,44.08886
P800,238.56932,4.0602581
P802,233.81637,1.318438
P803,234.05038,52.698492
P804,238.49064,47.875581
P805,234.64644,1.6123119
P806,237.70988,56.78235
P808,234.81371,58.452968
P809,234.78394,57.16641
P810,234.76644,57.268286
P811,234.53484,54.235368
P812,234.73073,53.383834
P813,234.78113,-0.059951662
P814,234.79653,0.43355186
P815,237.84347,59.911928
P816,237.74875,14.429602
P817,237.8467,13.117033
P818,237.68164,11.346521
P819,234.70198,10.31204
P820,237.99933,15.806838
P821,234.57111,11.546556
P822,234.74111,14.210422
P823,234.52654,14.373273
P824,234.50332,13.882978
P825,234.71175,13.42309
P826,237.89942,11.400095
P828,234.59054,18.730012
P829,237.74712,21.46914
P830,237.69295,20.967536
P831,237.95878,20.433275
P832,234.57444,21.814145
P833,234.7255,21.382052
P834,237.77028,19.332782
P835,237.70027,18.944974
P836,237.70492,18.535578
P837,234.76781,23.416261
P838,237.77945,21.656843
P839,237.70658,23.146287
P840,237.88563,22.531947
P841,237.90558,22.847553
P842,237.80783,25.15837
P843,237.83167,25.846408
P844,234.80355,26.364753
P846,234.69511,25.961386
P847,237.85187,23.574336
P848,237.77471,30.879739
P849,234.59565,9.9306123
P850,237.91882,8.8739296
P851,237.70601,8.8338254
P852,234.67463,37.260624
