name,RA,DECL,slitwidth,exptime,nexp,binspect,binspat,slitangle,airmass_max,mag,magsystem,magfilter,channel,wrange,Note,Comment
P6051,22:00:22.6,+11:55:16,SET 1.3,SET 240,2,3,2,PA,2.0,18.27,AB,r,R,7521:7601,D1 #13 23:38 p0.3,"primary; D1; z=0.152; r=18.3; line Ha at 7561 A (R); trend flat/unknown; last spectrum 24.8 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta fell > 2x) = 0.28, P(continuum dimmed) = 0.02; optical fainter by 0.04 mag since the 734-52224-172 spectrum (ZTF vs synthetic); W1 faded 0.20 mag 2014-24; W1-W2 bluer by 0.11; W1 amplitude 0.78 mag; manifold prior P_hb 0.13, direction neutral"
P7356,23:12:07.6,+14:02:13,SET 1.3,SET 240,2,3,2,PA,2.0,18.08,AB,r,R,6556:6636,D2 #14 23:53 p0.5,"primary; D2; z=0.357; r=18.1; line Hb at 6596 A (R); trend brightening; last spectrum 24.8 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta rose > 2x) = 0.70, P(continuum brightened) = 0.09; optical brighter by 0.96 mag since the 744-52251-269 spectrum (ZTF vs synthetic); W1 faded 0.28 mag 2014-24; log Edd -1.75; manifold prior P_hb 0.07, direction neutral"
P7387,23:14:11.6,-00:21:49,SET 1.3,SET 240,2,3,2,PA,2.0,16.3,AB,r,R,7046:7126,D2 #15 00:08 p0.3,"primary; D2; z=0.080; r=16.3; line Ha at 7086 A (R); trend brightening; last spectrum 2.9 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta rose > 2x) = 0.38, P(continuum brightened) = 0.05; optical brighter by 0.68 mag since the 9154-58013-728 spectrum (ZTF vs synthetic); log Edd -2.61; manifold prior P_hb 0.06, direction turn-off-like"
P5470,21:56:18.3,+30:40:31,SET 1.3,SET 520,4,3,2,PA,2.0,19.13,AB,r,R,7045:7125,D2 #16 00:23 p0.7,"primary; D2; z=0.458; r=19.1; line Hb at 7085 A (R); trend brightening; last spectrum 9.9 yr ago; exposure model 35 min; DR16 quasar; WHY: P(broad Hbeta rose > 2x) = 0.70, P(continuum brightened) = 0.09; optical brighter by 0.87 mag since the 7707-57663-595 spectrum (ZTF vs synthetic); W1 brightened 0.15 mag 2014-24; W1-W2 bluer by 0.14; W1 amplitude 0.57 mag; log Edd -1.51; manifold prior P_hb 0.04, direction turn-off-like"
P7379,23:07:45.6,+19:01:20,SET 1.3,SET 330,2,3,2,PA,2.0,18.25,AB,r,R,6341:6421,D2 #17 01:08 p0.3,"primary; D2; z=0.313; r=18.2; line Hb at 6381 A (R); trend brightening; last spectrum 11.9 yr ago; exposure model 11 min; DR16 quasar; WHY: P(broad Hbeta rose > 2x) = 0.45, P(continuum brightened) = 0.15; optical brighter by 0.81 mag since the 7611-56946-654 spectrum (ZTF vs synthetic); W1 brightened 0.14 mag 2014-24; W1 amplitude 0.52 mag; log Edd -1.04; manifold prior P_hb 0.11, direction neutral"
P17510,08:48:55.9,+58:41:54,SET 1.3,SET 240,2,3,2,PA,2.0,17.49,AB,r,R,7392:7472,D2 #18 01:28 p0.8,"primary; D2; z=0.133; r=17.5; line Ha at 7433 A (R); trend brightening; last spectrum 18.8 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta rose > 2x) = 0.82, P(continuum brightened) = 0.57; optical brighter by 0.91 mag since the 1785-54439-251 spectrum (ZTF vs synthetic); W1 brightened 0.73 mag 2014-24; W1 amplitude 1.14 mag; manifold prior P_hb 0.21, direction turn-on-like"
P15699,08:04:13.2,+30:51:17,SET 1.3,SET 240,2,3,2,PA,2.0,17.41,AB,r,R,7456:7536,D2 #19 01:48 p1.0,"primary; D2; z=0.142; r=17.4; line Ha at 7497 A (R); trend brightening; last spectrum 24.6 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta rose > 2x) = 0.97, P(continuum brightened) = 0.70; optical brighter by 1.27 mag since the 860-52319-374 spectrum (ZTF vs synthetic); W1 brightened 0.58 mag 2014-24; W1 amplitude 0.71 mag; manifold prior P_hb 0.15, direction neutral"
P18130,08:42:03.7,+40:18:31,SET 1.3,SET 240,2,3,2,PA,2.0,16.73,AB,r,R,7518:7598,B #20 02:03 p0.2,"primary; B; z=0.152; r=16.7; line Ha at 7558 A (R); trend flat/unknown; last spectrum 24.6 yr ago; exposure model 8 min; DR16 quasar; WHY: BLIND manifold stratum (W1 manifold, Hemmati+2026): literature-CLAGN region, 22% of the 50 nearest training objects are literature CLAGNs, archival SDSS spectrum as baseline, no photometric trigger; optical brighter by 0.02 mag since the 829-52296-275 spectrum (ZTF vs synthetic); W1 amplitude 0.70 mag; log Edd -1.79; manifold prior P_hb 0.19 (literature corner), direction turn-off-like; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 1.015"
P15106,07:47:32.6,+37:17:23,SET 1.3,SET 240,2,3,2,PA,2.0,18.31,AB,r,R,6745:6825,D2 #21 02:18 p0.7,"primary; D2; z=0.396; r=18.3; line Hb at 6785 A (R); trend brightening; last spectrum 2.7 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta rose > 2x) = 0.75, P(continuum brightened) = 0.20; optical brighter by 0.99 mag since the 9368-57817-223 spectrum (ZTF vs synthetic); log Edd -1.42; manifold prior P_hb 0.06, direction turn-off-like; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 3.45"
P14415,07:31:26.7,+45:22:18,SET 1.3,SET 240,2,3,2,PA,2.0,17.37,AB,r,R,7128:7208,D1 #22 02:33 p0.4,"primary; D1; z=0.092; r=17.4; line Ha at 7169 A (R); trend fading; last spectrum 21.8 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta fell > 2x) = 0.42, P(continuum dimmed) = 0.06; optical fainter by 0.29 mag since the 1866-53314-403 spectrum (ZTF vs synthetic); W1 faded 0.53 mag 2014-24; W1 amplitude 0.97 mag; manifold prior P_hb 0.14, direction turn-off-like; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 1.921"
P17151,08:53:59.1,+21:28:03,SET 1.3,SET 240,2,3,2,PA,2.0,16.79,AB,r,R,7075:7155,K #23 02:48 p1.0,"primary; K; z=0.084; r=16.8; line Ha at 7115 A (R); trend brightening; last spectrum 1.8 yr ago; exposure model 8 min; DR16 quasar; WHY: KNOWN changer (turn-on) with recent photometric motion; optical brighter by 0.34 mag since the 2280-53680-620 spectrum (ZTF vs synthetic); W1 faded 0.64 mag 2014-24; W1-W2 bluer by 0.23; W1 amplitude 0.82 mag; manifold prior P_hb 0.19, direction turn-on-like"
P22740,10:02:56.2,+47:50:28,SET 1.3,SET 240,2,3,2,PA,2.0,17.89,AB,r,R,6719:6799,K #24 03:03 p0.9,"primary; K; z=0.391; r=17.9; line Hb at 6759 A (R); trend brightening; last spectrum 13.6 yr ago; exposure model 8 min; DR16 quasar; WHY: KNOWN changer (nan) with recent photometric motion; optical brighter by 0.82 mag since the 6663-56338-756 spectrum (ZTF vs synthetic); W1 brightened 0.38 mag 2014-24; W1-W2 redder by 0.10; W1 amplitude 0.70 mag; log Edd -2.00; manifold prior P_hb 0.07, direction turn-on-like; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 4.048"
P18893,09:11:18.6,+62:46:40,SET 1.3,SET 240,2,3,2,PA,2.0,17.3,AB,r,G,5627:5707,D2 #25 03:18 p0.8,"primary; D2; z=0.166; r=17.3; line Hb at 5667 A (G); trend brightening; last spectrum 18.7 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta rose > 2x) = 0.84, P(continuum brightened) = 0.42; optical brighter by 1.02 mag since the 1786-54450-540 spectrum (ZTF vs synthetic); W1 brightened 0.18 mag 2014-24; W1 amplitude 0.43 mag; manifold prior P_hb 0.19, direction turn-on-like"
P21757,09:59:05.1,+62:52:42,SET 1.3,SET 240,2,3,2,PA,2.0,18.3,AB,r,R,6227:6307,D2 #26 03:33 p0.8,"primary; D2; z=0.289; r=18.3; line Hb at 6267 A (R); trend brightening; last spectrum 25.6 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta rose > 2x) = 0.79, P(continuum brightened) = 0.19; optical brighter by 0.97 mag since the 487-51943-154 spectrum (ZTF vs synthetic); W1 brightened 0.31 mag 2014-24; manifold prior P_hb 0.11, direction neutral; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 3.627"
P16524,08:14:59.4,+57:12:18,SET 1.3,SET 510,2,3,2,PA,2.0,18.74,AB,r,R,5923:6003,D1 #27 03:48 p0.8,"primary; D1; z=0.227; r=18.7; line Hb at 5963 A (R); trend fading; last spectrum 21.7 yr ago; exposure model 17 min; DR16 quasar; WHY: P(broad Hbeta fell > 2x) = 0.82, P(continuum dimmed) = 0.19; optical fainter by 0.79 mag since the 1872-53386-531 spectrum (ZTF vs synthetic); W1 faded 0.36 mag 2014-24; W1-W2 bluer by 0.17; W1 amplitude 0.43 mag; manifold prior P_hb 0.15, direction turn-off-like"
J090315.11+010623.1,09:03:15.1,+01:06:23,SET 1.3,SET 240,2,3,2,PA,2.0,18.05,AB,r,R,7321:7401,K #28 04:13 p0.9,"primary; K; z=0.122; r=18.1; line Ha at 7361 A (R); trend flat/unknown; last spectrum 0.5 yr ago; exposure model 8 min; Zeltyn+2024 object; WHY: KNOWN changer (Zeltyn CL-AGN): ZTF r moved -0.44 mag since the last spectrum; W1 slope +0.01 mag/yr; last spectrum 0.5 yr ago; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 4.126"
P20040,09:03:15.1,+01:06:23,SET 1.3,SET 240,2,3,2,PA,2.0,18.06,AB,r,R,7321:7401,K #29 04:28 p0.9,"primary; K; z=0.122; r=18.1; line Ha at 7361 A (R); trend brightening; last spectrum 0.5 yr ago; exposure model 8 min; DR16 quasar; WHY: KNOWN changer (nan) with recent photometric motion; optical brighter by 0.32 mag since the 471-51924-299 spectrum (ZTF vs synthetic); W1 faded 0.39 mag 2014-24; W1-W2 bluer by 0.25; W1 amplitude 0.69 mag; manifold prior P_hb 0.19, direction turn-off-like; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 4.092"
P20272,09:05:20.8,+10:21:51,SET 1.3,SET 300,2,3,2,PA,2.0,18.44,AB,r,G,5691:5771,D1 #30 04:43 p0.6,"primary; D1; z=0.179; r=18.4; line Hb at 5731 A (G); trend fading; last spectrum 22.6 yr ago; exposure model 10 min; DR16 quasar; WHY: P(broad Hbeta fell > 2x) = 0.61, P(continuum dimmed) = 0.06; optical fainter by 0.53 mag since the 1738-53051-608 spectrum (ZTF vs synthetic); W1 amplitude 0.74 mag; manifold prior P_hb 0.21, direction turn-on-like"
P19363,09:00:28.5,+06:08:43,SET 1.3,SET 270,2,3,2,PA,2.0,18.36,AB,r,R,7030:7110,D1 #31 04:58 p0.6,"primary; D1; z=0.077; r=18.4; line Ha at 7070 A (R); trend fading; last spectrum 23.7 yr ago; exposure model 9 min; DR16 quasar; WHY: P(broad Hbeta fell > 2x) = 0.56, P(continuum dimmed) = 0.05; optical fainter by 0.36 mag since the 1192-52649-336 spectrum (ZTF vs synthetic); W1 faded 0.20 mag 2014-24; W1 amplitude 0.47 mag; manifold prior P_hb 0.11, direction neutral"
P19406,09:04:21.4,+17:09:33,SET 1.3,SET 240,2,3,2,PA,2.0,16.87,AB,r,R,7004:7084,D1 #32 05:13 p0.5,"primary; D1; z=0.073; r=16.9; line Ha at 7044 A (R); trend fading; last spectrum 20.4 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta fell > 2x) = 0.47, P(continuum dimmed) = 0.02; optical fainter by 0.41 mag since the 2435-53828-435 spectrum (ZTF vs synthetic); W1 faded 0.34 mag 2014-24; W1-W2 bluer by 0.14; manifold prior P_hb 0.09, direction neutral"
G191-B2B,05:05:30.6,+52:49:52,SET 3.0,SET 60,2,3,2,PA,2.0,11.69,Vega,V,R,6000:7000,std end of night 05:28,"spectrophotometric standard, CALSPEC g191b2b · DA.8 V=11.7 · 2 x 30-120 s; wide slit, keep counts < 50k and > 1k; same binning as science"
P21240,09:30:17.7,+47:07:21,SET 1.3,SET 240,2,3,2,PA,2.0,17.27,AB,r,G,5598:5678,K backup,"backup; K; z=0.160; r=17.3; line Hb at 5638 A (G); trend fading; last spectrum 12.6 yr ago; exposure model 8 min; DR16 quasar; WHY: KNOWN changer (nan) with recent photometric motion; optical fainter by 0.41 mag since the 7315-56685-958 spectrum (ZTF vs synthetic); W1 faded 0.44 mag 2014-24; W1 amplitude 0.67 mag; log Edd -0.83; manifold prior P_hb 0.10, direction neutral; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 4.338"
P17445,08:35:22.5,+06:01:29,SET 1.3,SET 330,2,3,2,PA,2.0,18.48,AB,r,R,7016:7096,K backup,"backup; K; z=0.452; r=18.5; line Hb at 7056 A (R); trend brightening; last spectrum 22.8 yr ago; exposure model 11 min; DR16 quasar; WHY: KNOWN changer (turn-on) with recent photometric motion; optical brighter by 1.20 mag since the 1297-52963-46 spectrum (ZTF vs synthetic); W1 brightened 0.50 mag 2014-24; W1 amplitude 0.46 mag; log Edd -1.51; manifold prior P_hb 0.05, direction neutral; oct27: x1.0 moon, 11 min + 5 overhead -> yield/h 3.75"
P25057,10:59:07.1,+47:23:31,SET 1.3,SET 240,2,3,2,PA,2.0,18.18,AB,r,R,5849:5929,D2 backup,"backup; D2; z=0.212; r=18.2; line Hb at 5890 A (R); trend brightening; last spectrum 23.7 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta rose > 2x) = 0.75, P(continuum brightened) = 0.07; optical brighter by 0.93 mag since the 963-52643-40 spectrum (ZTF vs synthetic); W1 faded 0.65 mag 2014-24; W1-W2 redder by 0.12; manifold prior P_hb 0.17, direction turn-off-like; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 3.483"
P19455,09:29:19.9,+43:41:17,SET 1.3,SET 240,2,3,2,PA,2.0,18.15,AB,r,R,5995:6075,D2 backup,"backup; D2; z=0.242; r=18.1; line Hb at 6035 A (R); trend brightening; last spectrum 24.6 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta rose > 2x) = 0.74, P(continuum brightened) = 0.31; optical brighter by 0.86 mag since the 870-52325-496 spectrum (ZTF vs synthetic); W1 brightened 0.62 mag 2014-24; W1 amplitude 0.86 mag; manifold prior P_hb 0.09, direction neutral; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 3.434"
P19923,09:08:26.7,+00:21:37,SET 1.3,SET 240,2,3,2,PA,2.0,17.58,AB,r,G,5611:5691,K backup,"backup; K; z=0.163; r=17.6; line Hb at 5651 A (G); trend brightening; last spectrum 25.7 yr ago; exposure model 8 min; DR16 quasar; WHY: KNOWN changer (nan) with recent photometric motion; optical brighter by 0.80 mag since the 471-51924-89 spectrum (ZTF vs synthetic); W1 brightened 0.18 mag 2014-24; W1 amplitude 0.53 mag; manifold prior P_hb 0.17, direction neutral; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 3.137"
J075934.95+322143.3,07:59:34.9,+32:21:43,SET 1.3,SET 300,2,3,2,PA,2.0,18.45,AB,r,R,6128:6208,K backup,"backup; K; z=0.269; r=18.4; line Hb at 6168 A (R); trend flat/unknown; last spectrum 1.6 yr ago; exposure model 10 min; Zeltyn+2024 object; WHY: KNOWN changer (Zeltyn CL-AGN): ZTF r moved -0.28 mag since the last spectrum; W1 slope +0.18 mag/yr; last spectrum 1.6 yr ago; oct27: x1.0 moon, 10 min + 5 overhead -> yield/h 3.135"
P25349,10:52:24.1,+37:30:05,SET 1.3,SET 240,2,3,2,PA,2.0,18.14,AB,r,R,6639:6719,D2 backup,"backup; D2; z=0.374; r=18.1; line Hb at 6680 A (R); trend brightening; last spectrum 21.4 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta rose > 2x) = 0.67, P(continuum brightened) = 0.25; optical brighter by 0.78 mag since the 2090-53463-536 spectrum (ZTF vs synthetic); W1 brightened 0.19 mag 2014-24; W1-W2 redder by 0.13; W1 amplitude 0.54 mag; log Edd -2.07; manifold prior P_hb 0.06, direction neutral; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 3.11"
P5318,21:38:57.4,+01:07:07,SET 1.3,SET 240,2,3,2,PA,2.0,18.13,AB,r,R,6163:6243,D2 backup,"backup; D2; z=0.276; r=18.1; line Hb at 6203 A (R); trend brightening; last spectrum 24.2 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta rose > 2x) = 0.67, P(continuum brightened) = 0.10; optical brighter by 0.84 mag since the 989-52468-606 spectrum (ZTF vs synthetic); manifold prior P_hb 0.05, direction neutral; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 3.092"
P14388,07:59:34.9,+32:21:43,SET 1.3,SET 240,2,3,2,PA,2.0,18.31,AB,r,R,6128:6208,K backup,"backup; K; z=0.269; r=18.3; line Hb at 6168 A (R); trend brightening; last spectrum 1.6 yr ago; exposure model 8 min; DR16 quasar; WHY: KNOWN changer (nan) with recent photometric motion; optical brighter by 0.56 mag since the 890-52583-634 spectrum (ZTF vs synthetic); W1 faded 0.17 mag 2014-24; W1-W2 redder by 0.08; log Edd -1.48; manifold prior P_hb 0.10, direction turn-on-like; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 3.09"
P15786,08:11:20.6,+14:12:43,SET 1.3,SET 240,2,3,2,PA,2.0,18.16,AB,r,R,7530:7610,K backup,"backup; K; z=0.153; r=18.2; line Ha at 7570 A (R); trend brightening; last spectrum 1.8 yr ago; exposure model 8 min; DR16 quasar; WHY: KNOWN changer (turn-on) with recent photometric motion; optical brighter by 0.81 mag since the 4499-55572-161 spectrum (ZTF vs synthetic); W1 brightened 0.16 mag 2014-24; W1 amplitude 0.64 mag; manifold prior P_hb 0.09, direction neutral; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 3.055"
P16912,08:41:10.9,+02:29:52,SET 1.3,SET 240,2,3,2,PA,2.0,18.34,AB,r,R,6434:6514,D2 backup,"backup; D2; z=0.332; r=18.3; line Hb at 6475 A (R); trend brightening; last spectrum 24.8 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta rose > 2x) = 0.66, P(continuum brightened) = 0.36; optical brighter by 1.01 mag since the 564-52224-278 spectrum (ZTF vs synthetic); W1 brightened 0.38 mag 2014-24; W1-W2 redder by 0.13; W1 amplitude 0.79 mag; log Edd -1.76; manifold prior P_hb 0.07, direction neutral; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 3.026"
P16757,08:31:25.1,+56:09:25,SET 1.3,SET 330,2,3,2,PA,2.0,18.5,AB,r,R,5949:6029,K backup,"backup; K; z=0.232; r=18.5; line Hb at 5990 A (R); trend fading; last spectrum 21.7 yr ago; exposure model 11 min; DR16 quasar; WHY: KNOWN changer (turn-off) with recent photometric motion; optical fainter by 0.22 mag since the 1783-53386-520 spectrum (ZTF vs synthetic); W1 brightened 0.29 mag 2014-24; log Edd -1.14; manifold prior P_hb 0.13, direction neutral; oct27: x1.0 moon, 11 min + 5 overhead -> yield/h 2.945"
P21919,09:56:27.0,+54:04:15,SET 1.3,SET 240,2,3,2,PA,2.0,17.89,AB,r,R,5827:5907,D2 backup,"backup; D2; z=0.207; r=17.9; line Hb at 5867 A (R); trend brightening; last spectrum 18.5 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta rose > 2x) = 0.63, P(continuum brightened) = 0.49; optical brighter by 0.91 mag since the 769-54530-79 spectrum (ZTF vs synthetic); W1 brightened 0.76 mag 2014-24; W1-W2 redder by 0.19; W1 amplitude 0.76 mag; log Edd -1.03; manifold prior P_hb 0.07, direction turn-off-like; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 2.915"
P20003,09:07:39.5,+59:18:52,SET 1.3,SET 330,2,3,2,PA,2.0,18.52,AB,r,R,5767:5847,D2 backup,"backup; D2; z=0.195; r=18.5; line Hb at 5808 A (R); trend brightening; last spectrum 25.7 yr ago; exposure model 11 min; DR16 quasar; WHY: P(broad Hbeta rose > 2x) = 0.78, P(continuum brightened) = 0.38; optical brighter by 0.87 mag since the 484-51907-378 spectrum (ZTF vs synthetic); W1 brightened 0.52 mag 2014-24; W1-W2 redder by 0.12; W1 amplitude 0.61 mag; manifold prior P_hb 0.09, direction neutral; oct27: x1.0 moon, 11 min + 5 overhead -> yield/h 2.908"
