wavelength_um,flux_mjy,flux_err_mjy,wavelength_half_width_um,bandpass,ab_mag,ab_mag_err,object_name,ra_deg,dec_deg,spectrum_type,background_mode,aperture_radius_pix,aperture_radius_arcsec,annulus_inner_radius_pix,annulus_outer_radius_pix,flux_raw_mjy,background_median_mjy_per_pix,variance_ap_mjy2,variance_bg_mjy2,covariance_aperture_background_mjy2,variance_measurement_mjy2,variance_calibration_mjy2,variance_total_mjy2,measurement_method,mask_mode,n_aperture_pixels,n_annulus_pixels,image_names,mjds,flag_names,flag_values,aperture_coverage,aperture_centroid_dra_arcsec,aperture_centroid_ddec_arcsec,annulus_centroid_dra_arcsec,annulus_centroid_ddec_arcsec
2.32217,0.35901,0.033871,0.02866,SPHEREx-D3,17.512,0.102,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.1188,0.080340,0.0011022,0.00018003,0.000093264,0.0010957,0.000051554,0.0011473,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,160,level2_2025W31_2A_0542_1D3_spx_l2b-v20-2025-264.fits,60890.23075300,SOURCE:19,2097152:19,0.9999999999999998,1.193,-0.136,4.329,14.199
2.33398,0.45551,0.038856,0.02887,SPHEREx-D3,17.254,0.093,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.1752,0.076090,0.0012170,0.00015980,-0.000024989,0.0014268,0.000082997,0.0015098,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,21,170,level2_2026W27_2A_0525_1D3_spx_l2b-v25-2026-185.fits,61226.33224000,SOURCE:21,2097152:21,0.9999999999999998,0.757,0.135,2.878,9.938
2.35350,0.35300,0.040078,0.02927,SPHEREx-D3,17.531,0.123,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.68,2.00,7.00,1.2487,0.094729,0.0012117,0.00025077,-0.000046952,0.0015564,0.000049845,0.0016063,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,169,level2_2026W07_1A_0659_3D3_spx_l2b-v24-2026-089.fits,61082.94393200,SOURCE:18,2097152:18,1.0000000000000002,0.586,-1.793,3.629,11.430
2.37434,0.42797,0.040175,0.02922,SPHEREx-D3,17.321,0.102,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.1509,0.076451,0.0012733,0.00019363,-0.000036926,0.0015408,0.000073265,0.0016140,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,167,level2_2025W27_1A_0440_3D3_spx_l2b-v20-2025-258.fits,60858.30010600,SOURCE:18,2097152:18,1,0.305,-0.992,4.844,9.282
2.37448,0.36587,0.037758,0.02921,SPHEREx-D3,17.492,0.112,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.0787,0.075365,0.0012647,0.00014972,0.000021138,0.0013721,0.000053544,0.0014256,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,18,170,level2_2025W31_2A_0659_1D3_spx_l2b-v20-2025-264.fits,60890.77428900,SOURCE:19,2097152:19,1,0.811,-0.036,2.973,7.629
2.38673,0.43395,0.040451,0.02945,SPHEREx-D3,17.306,0.101,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.68,2.00,7.00,1.1284,0.073354,0.0016308,0.00023333,0.00015162,0.0015609,0.000075326,0.0016363,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,172,level2_2026W27_2A_0525_2D3_spx_l2b-v25-2026-185.fits,61226.33373200,SOURCE:19,2097152:19,1,0.345,-0.778,3.354,8.019
2.40356,0.38363,0.049335,0.02801,SPHEREx-D3,17.440,0.140,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.1332,0.079232,0.0020785,0.00030134,0.0000023713,0.0023751,0.000058868,0.0024339,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,168,level2_2025W28_1B_0086_3D3_spx_l2b-v20-2025-260.fits,60863.39414800,SOURCE:17,2097152:17,0.9999999999999997,0.046,-0.622,4.566,8.501
2.40549,0.50259,0.055437,0.02805,SPHEREx-D3,17.147,0.120,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.4106,0.096063,0.0027304,0.00035592,0.000057044,0.0029722,0.00010104,0.0030733,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,172,level2_2026W07_1A_0659_4D3_spx_l2b-v24-2026-089.fits,61082.94542400,SOURCE:18,2097152:18,0.9999999999999998,1.341,-1.478,2.394,5.353
2.43014,0.51928,0.061038,0.02169,SPHEREx-D4,17.112,0.128,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.2243,0.074645,0.0027966,0.00035474,-0.00023321,0.0036178,0.00010786,0.0037257,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,18,127,level2_2026W30_2A_0233_2D4_spx_l2b-v27-2026-224.fits,61245.54427700,,2097152:19,1,1.801,-0.846,9.071,17.882
2.43613,0.36180,0.049219,0.02513,SPHEREx-D4,17.504,0.148,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.4400,0.11468,0.0021350,0.00030948,0.000037158,0.0023701,0.000052358,0.0024225,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,169,level2_2026W04_1A_0598_4D4_spx_l2b-v23-2026-023.fits,61061.96892300,SOURCE:18,2097152:18,1.0000000000000002,0.451,-1.242,-1.178,6.496
2.44529,0.43991,0.039100,0.02857,SPHEREx-D4,17.292,0.097,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.1586,0.076080,0.0012625,0.00012687,-0.000030999,0.0014514,0.000077407,0.0015288,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,174,level2_2025W30_1B_0255_4D4_spx_l2b-v20-2025-262.fits,60878.40911000,SOURCE:18,2097152:18,1,0.627,-0.819,-0.591,4.215
2.46418,0.49166,0.039859,0.03478,SPHEREx-D4,17.171,0.088,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.4520,0.10170,0.0012911,0.00015112,-0.000024906,0.0014920,0.000096692,0.0015887,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,21,169,level2_2026W05_1A_0594_4D4_spx_l2b-v23-2026-030.fits,61068.75871800,SOURCE:21,2097152:21,1.0000000000000002,0.476,-0.113,4.102,4.543
2.50538,0.53882,0.037108,0.03631,SPHEREx-D4,17.071,0.075,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.2520,0.075521,0.0012446,0.00012227,0.000053002,0.0012609,0.00011613,0.0013770,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,174,level2_2025W30_1B_0448_1D4_spx_l2b-v20-2025-262.fits,60879.49124400,SOURCE:19,2097152:19,1,-0.181,-0.301,0.086,7.494
2.52971,0.44807,0.035493,0.03633,SPHEREx-D4,17.272,0.086,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.3302,0.093465,0.00099149,0.00015370,-0.000017120,0.0011794,0.000080308,0.0012597,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,18,168,level2_2026W05_2A_0272_1D4_spx_l2b-v23-2026-034.fits,61070.79035200,SOURCE:18,2097152:18,1,0.640,-0.990,1.429,10.168
2.54827,0.39978,0.034060,0.03670,SPHEREx-D4,17.395,0.093,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.68,2.00,7.00,1.0624,0.070189,0.00088534,0.00010939,-0.000050709,0.0010962,0.000063928,0.0011601,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,170,level2_2026W30_2A_0233_4D4_spx_l2b-v27-2026-224.fits,61245.54726100,,2097152:18,1,0.752,0.138,1.835,5.056
2.55771,0.42443,0.035515,0.03742,SPHEREx-D4,17.330,0.091,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.3087,0.094128,0.00098719,0.00014251,-0.000029773,0.0011893,0.000072057,0.0012613,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,165,level2_2026W04_2A_0190_2D4_spx_l2b-v23-2026-026.fits,61063.45909900,SOURCE:16,2097152:16,1.0000000000000002,0.570,-1.295,3.125,9.080
2.57338,0.45808,0.033468,0.03627,SPHEREx-D4,17.248,0.079,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.1515,0.073548,0.00094889,0.00010449,0.0000086200,0.0010361,0.000083934,0.0011201,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,176,level2_2025W30_1B_0448_2D4_spx_l2b-v20-2025-262.fits,60879.49273600,SOURCE:20,2097152:20,1,0.828,-0.651,-0.203,4.997
2.59833,0.44679,0.033694,0.03690,SPHEREx-D4,17.275,0.082,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.68,2.00,7.00,1.2788,0.088143,0.00096062,0.00014692,0.000026058,0.0010554,0.000079850,0.0011353,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,175,level2_2026W05_2A_0272_2D4_spx_l2b-v23-2026-034.fits,61070.79184400,SOURCE:18,2097152:18,1,0.478,-0.519,1.463,6.800
2.62633,0.48598,0.036312,0.03766,SPHEREx-D4,17.183,0.081,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.3290,0.089231,0.0010563,0.00010471,-0.000031511,0.0012241,0.000094471,0.0013185,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,19,173,level2_2026W04_2A_0190_3D4_spx_l2b-v23-2026-026.fits,61063.46059100,SOURCE:21,2097152:21,1,0.096,-0.012,1.835,6.867
2.64384,0.45022,0.031192,0.03712,SPHEREx-D4,17.266,0.075,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.1127,0.070177,0.00084120,0.00010076,0.000025041,0.00089188,0.000081079,0.00097296,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,165,level2_2025W29_2A_0692_1D4_spx_l2b-v20-2025-261.fits,60876.23029400,SOURCE:16,2097152:16,1,1.022,-0.069,-0.788,6.516
2.66866,0.52382,0.036361,0.03805,SPHEREx-D4,17.102,0.075,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.3457,0.086914,0.0010684,0.00015095,0.0000035111,0.0012124,0.00010976,0.0013221,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,170,level2_2026W05_2A_0272_3D4_spx_l2b-v23-2026-034.fits,61070.79333600,SOURCE:19,2097152:19,0.9999999999999998,0.444,-0.613,3.933,4.616
2.69706,0.45905,0.034592,0.03908,SPHEREx-D4,17.245,0.082,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.3001,0.089266,0.0010022,0.00016325,0.000026545,0.0011123,0.000084291,0.0011966,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,167,level2_2026W04_2A_0190_4D4_spx_l2b-v23-2026-026.fits,61063.46208400,SOURCE:19,2097152:19,1.0000000000000002,0.940,-0.461,-0.201,7.562
2.71531,0.49007,0.034445,0.03810,SPHEREx-D4,17.174,0.076,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.1742,0.072492,0.00099760,0.00010922,0.0000082217,0.0010904,0.000096067,0.0011864,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,173,level2_2025W29_2A_0692_2D4_spx_l2b-v20-2025-261.fits,60876.23178600,SOURCE:18,2097152:18,0.9999999999999998,0.240,-0.478,4.393,9.737
2.71954,0.46045,0.037068,0.03947,SPHEREx-D4,17.242,0.087,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.3172,0.090770,0.0010076,0.00013387,-0.000073890,0.0012892,0.000084805,0.0013740,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,168,level2_2026W03_2A_0532_1D4_spx_l2b-v23-2026-020.fits,61058.16211000,SOURCE:18,2097152:18,1,0.384,-0.151,-1.478,0.701
2.76106,0.60055,0.034514,0.03869,SPHEREx-D4,16.954,0.062,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.2064,0.064154,0.0010821,0.00010227,0.000068708,0.0010469,0.00014426,0.0011912,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,169,level2_2026W30_2A_0217_2D4_spx_l2b-v27-2026-224.fits,61245.47657500,,2097152:18,1.0000000000000002,0.004,-0.290,-1.190,2.246
2.78867,0.49974,0.034429,0.03909,SPHEREx-D4,17.153,0.075,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.68,2.00,7.00,1.1433,0.068173,0.00097867,0.00010054,-0.0000031209,0.0010855,0.000099896,0.0011853,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,21,175,level2_2025W29_2A_0692_3D4_spx_l2b-v20-2025-261.fits,60876.23327800,SOURCE:21,2097152:21,0.9999999999999998,0.256,-0.695,2.335,2.555
2.79401,0.51704,0.036118,0.03966,SPHEREx-D4,17.116,0.076,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.3428,0.087544,0.0011074,0.00017229,0.000041043,0.0011976,0.00010693,0.0013045,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,20,151,level2_2026W03_2A_0532_2D4_spx_l2b-v23-2026-020.fits,61058.16360200,SOURCE:21,2097152:21,1.0000000000000002,0.626,-0.551,2.927,9.870
2.81446,0.53293,0.038055,0.04164,SPHEREx-D4,17.083,0.078,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.68,2.00,7.00,1.3082,0.082205,0.0011533,0.00014181,-0.000019708,0.0013346,0.00011360,0.0014482,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,165,level2_2026W05_2A_0684_1D4_spx_l2b-v23-2026-034.fits,61072.96195500,SOURCE:19,2097152:19,0.9999999999999998,0.423,-0.299,0.931,5.216
2.83667,0.62855,0.054016,0.04060,SPHEREx-D4,16.904,0.093,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.2212,0.062694,0.0026194,0.00011607,-0.000012138,0.0027597,0.00015803,0.0029177,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,170,level2_2026W30_1B_0598_1D4_spx_l2b-v27-2026-222.fits,61243.98307700,,2097152:18,1,0.329,-0.459,-0.370,6.098
2.85575,0.57027,0.037412,0.04174,SPHEREx-D4,17.010,0.071,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.3434,0.081908,0.0010639,0.00011313,-0.000046268,0.0012696,0.00013008,0.0013997,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,170,level2_2026W06_1A_0060_1D4_spx_l2b-v23-2026-037.fits,61073.23246200,SOURCE:18,2097152:18,1.0000000000000002,-0.016,0.164,-10.334,8.310
2.86511,0.53818,0.034322,0.04023,SPHEREx-D4,17.073,0.069,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.1805,0.068074,0.00093815,0.000098427,-0.000012771,0.0010621,0.00011585,0.0011780,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,170,level2_2025W29_2A_0692_4D4_spx_l2b-v20-2025-261.fits,60876.23477000,SOURCE:18,2097152:18,1,-0.061,0.285,-0.862,4.483
2.87032,0.50775,0.036557,0.04183,SPHEREx-D4,17.136,0.078,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.3186,0.085907,0.0010451,0.00012934,-0.000029409,0.0012333,0.00010313,0.0013364,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,165,level2_2026W03_2A_0532_3D4_spx_l2b-v23-2026-020.fits,61058.16509400,SOURCE:18,2097152:18,0.9999999999999998,0.438,-0.088,-1.421,7.215
2.94384,0.56805,0.034976,0.04224,SPHEREx-D4,17.014,0.067,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.68,2.00,7.00,1.1868,0.065572,0.00096007,0.00010513,-0.000014535,0.0010943,0.00012907,0.0012233,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,174,level2_2025W30_1B_0048_1D4_spx_l2b-v20-2025-262.fits,60877.25131600,SOURCE:19,2097152:19,0.9999999999999998,0.201,0.085,0.537,7.018
2.94867,0.60609,0.036808,0.04351,SPHEREx-D4,16.944,0.066,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.4049,0.084672,0.0011042,0.00014892,0.000022593,0.0012079,0.00014694,0.0013548,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,19,169,level2_2026W03_2A_0532_4D4_spx_l2b-v23-2026-020.fits,61058.16658700,SOURCE:21,2097152:21,1.0000000000000004,0.377,-0.092,1.619,5.544
3.01371,0.72905,0.038052,0.04482,SPHEREx-D4,16.743,0.057,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.5081,0.082541,0.0011562,0.00010918,0.000014998,0.0012354,0.00021260,0.0014480,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,165,level2_2026W04_2A_0595_3D4_spx_l2b-v23-2026-026.fits,61065.56515000,SOURCE:18,2097152:18,1,-0.432,0.367,1.409,7.145
3.02494,0.68834,0.038856,0.04411,SPHEREx-D4,16.805,0.061,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.2970,0.064460,0.0010820,0.00010331,-0.000067484,0.0013202,0.00018953,0.0015098,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,18,176,level2_2025W30_1B_0048_2D4_spx_l2b-v20-2025-262.fits,60877.25280800,SOURCE:19,2097152:19,0.9999999999999998,0.015,0.087,-0.366,4.545
3.07659,0.70653,0.037817,0.04492,SPHEREx-D4,16.777,0.058,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.68,2.00,7.00,1.2947,0.062252,0.0010807,0.00010249,-0.000023623,0.0012304,0.00019967,0.0014301,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,18,171,level2_2026W30_1B_0702_1D4_spx_l2b-v27-2026-222.fits,61244.45731200,,2097152:19,1,0.042,-0.259,-1.635,2.457
3.09684,0.71033,0.039693,0.04553,SPHEREx-D4,16.771,0.061,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.68,2.00,7.00,1.5081,0.084598,0.0012059,0.00014717,-0.000010317,0.0013737,0.00020183,0.0015755,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,18,154,level2_2026W04_2A_0595_4D4_spx_l2b-v23-2026-026.fits,61065.56664200,SOURCE:20,2097152:20,1,0.021,0.385,5.403,14.870
3.10743,0.66481,0.034619,0.04545,SPHEREx-D4,16.843,0.057,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.2610,0.063160,0.0010033,0.000098314,0.000039948,0.0010217,0.00017679,0.0011985,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,19,176,level2_2025W30_1B_0048_3D4_spx_l2b-v20-2025-262.fits,60877.25430000,SOURCE:21,2097152:21,1,-0.054,0.002,0.299,4.959
3.16143,0.69359,0.036481,0.04616,SPHEREx-D4,16.797,0.057,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.68,2.00,7.00,1.2523,0.059207,0.0010191,0.00011450,-0.0000023998,0.0011384,0.00019243,0.0013308,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,169,level2_2026W30_1B_0702_2D4_spx_l2b-v27-2026-222.fits,61244.45880400,,2097152:18,1,0.444,-0.430,0.363,5.404
3.19379,0.63193,0.035205,0.04665,SPHEREx-D4,16.898,0.060,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.68,2.00,7.00,1.2606,0.066577,0.00098373,0.000066654,-0.000014642,0.0010797,0.00015973,0.0012394,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,18,175,level2_2025W30_1B_0082_1D4_spx_l2b-v20-2025-262.fits,60877.45664300,SOURCE:20,2097152:20,1,0.005,0.018,-1.423,7.031
3.24049,0.68908,0.036608,0.04693,SPHEREx-D4,16.804,0.058,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.3040,0.065152,0.0010508,0.00011038,0.0000054551,0.0011503,0.00018993,0.0013402,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,19,169,level2_2026W29_2A_0300_1D4_spx_l2b-v25-2026-206.fits,61238.95815700,SOURCE:19,2097152:19,1.0000000000000002,0.023,0.020,2.353,5.984
3.24807,0.76109,0.036332,0.04679,SPHEREx-D4,16.696,0.052,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.3358,0.060827,0.0010603,0.00010305,0.000037549,0.0010883,0.00023170,0.0013200,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,165,level2_2026W30_1B_0702_3D4_spx_l2b-v27-2026-222.fits,61244.46029600,,2097152:16,1,-0.101,0.171,-5.699,-4.520
3.26797,0.71276,0.037768,0.04740,SPHEREx-D4,16.768,0.058,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.68,2.00,7.00,1.5187,0.085376,0.0011409,0.00013316,0.000025431,0.0012232,0.00020321,0.0014264,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,170,level2_2026W05_1A_0430_2D4_spx_l2b-v23-2026-030.fits,61068.00839800,SOURCE:18,2097152:18,1,0.270,-0.189,-1.377,3.564
3.28066,0.71863,0.038349,0.04703,SPHEREx-D4,16.759,0.058,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.68,2.00,7.00,1.3544,0.067320,0.0010611,0.000096978,-0.000053006,0.0012641,0.00020657,0.0014706,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,19,174,level2_2025W30_1B_0082_2D4_spx_l2b-v20-2025-262.fits,60877.45813500,SOURCE:21,2097152:21,1.0000000000000002,0.117,0.175,0.804,2.672
3.32841,0.53429,0.041942,0.04738,SPHEREx-D4,17.081,0.085,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.1471,0.064989,0.0015378,0.000086363,-0.000010383,0.0016449,0.00011419,0.0017591,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,171,level2_2026W29_2A_0300_2D4_spx_l2b-v25-2026-206.fits,61238.95964900,SOURCE:19,2097152:19,1.0000000000000002,-0.205,0.896,-2.298,4.939
3.36917,0.73775,0.036822,0.04779,SPHEREx-D4,16.730,0.054,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.68,2.00,7.00,1.3442,0.064290,0.0010345,0.00010202,-8.0124e-7,0.0011381,0.00021771,0.0013558,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,170,level2_2025W29_1A_0366_2D4_spx_l2b-v20-2025-260.fits,60871.95203500,SOURCE:18,2097152:18,1,0.077,-0.142,0.056,5.533
3.37312,0.70284,0.038543,0.04885,SPHEREx-D4,16.783,0.060,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.68,2.00,7.00,1.5409,0.088801,0.0011149,0.00013334,-0.000019873,0.0012880,0.00019759,0.0014856,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,164,level2_2026W04_1A_0431_1D4_spx_l2b-v23-2026-023.fits,61061.14974600,SOURCE:16,2097152:16,1,-0.011,0.163,4.237,5.888
3.44652,0.84318,0.039982,0.04920,SPHEREx-D4,16.585,0.051,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.68,2.00,7.00,1.6679,0.087381,0.0012593,0.00011159,0.000028369,0.0013142,0.00028438,0.0015985,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,165,level2_2026W06_1A_0199_2D4_spx_l2b-v23-2026-037.fits,61073.91495500,SOURCE:17,2097152:17,1,0.322,0.110,1.368,7.033
3.45984,0.78727,0.037923,0.04932,SPHEREx-D4,16.660,0.052,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.4203,0.066996,0.0012133,0.000091953,0.000057495,0.0011903,0.00024792,0.0014382,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,19,170,level2_2025W29_1A_0366_3D4_spx_l2b-v20-2025-260.fits,60871.95352700,SOURCE:21,2097152:21,0.9999999999999998,-0.281,-0.210,1.450,6.933
3.46214,0.84050,0.039307,0.04946,SPHEREx-D4,16.589,0.051,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.6925,0.090329,0.0012394,0.000097246,0.000037078,0.0012625,0.00028258,0.0015450,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,173,level2_2026W05_1A_0141_1D4_spx_l2b-v23-2026-030.fits,61066.64747900,SOURCE:18,2097152:18,0.9999999999999998,1.138,0.473,5.539,6.798
3.51192,0.88764,0.041307,0.04915,SPHEREx-D4,16.529,0.051,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.5324,0.068368,0.0011765,0.00011914,-0.000047727,0.0013911,0.00031516,0.0017062,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,167,level2_2026W29_2A_0300_4D4_spx_l2b-v25-2026-206.fits,61238.96263300,SOURCE:18,2097152:18,1.0000000000000002,-0.106,0.093,4.064,8.041
3.55285,0.82556,0.039395,0.05010,SPHEREx-D4,16.608,0.052,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.4910,0.070542,0.0012618,0.000092577,0.000037531,0.0012793,0.00027262,0.0015519,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,167,level2_2025W29_1A_0366_4D4_spx_l2b-v20-2025-260.fits,60871.95501900,SOURCE:19,2097152:19,1,0.186,-0.268,1.305,7.037
3.55586,0.76715,0.040820,0.05076,SPHEREx-D4,16.688,0.058,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.7235,0.10133,0.0012753,0.00018087,0.000012660,0.0014309,0.00023541,0.0016663,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,129,level2_2026W04_1A_0431_3D4_spx_l2b-v23-2026-023.fits,61061.15273000,SOURCE:19,2097152:19,1.0000000000000002,0.227,0.096,-10.031,-5.144
3.63404,0.84309,0.041768,0.04955,SPHEREx-D4,16.585,0.054,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.8503,0.10661,0.0013947,0.00013110,0.000032811,0.0014602,0.00028432,0.0017445,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,18,172,level2_2026W05_1A_0580_4D4_spx_l2b-v23-2026-030.fits,61068.69057200,SOURCE:19,2097152:19,0.9999999999999998,0.167,-0.161,1.220,5.656
3.64765,0.80840,0.038932,0.05082,SPHEREx-D4,16.631,0.052,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.5216,0.075441,0.0011467,0.00011782,0.0000051312,0.0012543,0.00026140,0.0015157,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,170,level2_2025W29_1A_0517_1D4_spx_l2b-v20-2025-260.fits,60872.76606000,SOURCE:18,2097152:18,1,-0.141,-0.365,0.367,5.181
