name,ra_01,dec_01,ra,dec,dist_x,mjd,w1mpro,w1sigmpro,w2mpro,w2sigmpro,qual_frame,cc_flags
P1823,245.16306,43.137382,245.1629785,43.137418,0.250269,59778.26048163,14.37,0.06,13.097,0.088,10,0000
P1823,245.16306,43.137382,245.1630147,43.1373599,0.143148,59778.39100291,14.253,0.056,13.252,0.118,5,0000
P1823,245.16306,43.137382,245.1630164,43.137379,0.115044,59778.45619985,14.353,0.061,13.028,0.068,10,0000
P1823,245.16306,43.137382,245.1629046,43.1373839,0.40829,59778.58659376,14.478,0.081,13.211,0.09,5,0000
P1823,245.16306,43.137382,245.1630782,43.137379,0.049016,59778.65191797,14.431,0.066,13.171,0.084,10,0000
P1823,245.16306,43.137382,245.1630624,43.13739,0.029482,59778.71711493,14.35,0.07,13.034,0.108,10,0000
P1823,245.16306,43.137382,245.1629533,43.1373065,0.390439,59778.78231192,14.267,0.055,13.256,0.092,10,0000
P1823,245.16306,43.137382,245.1630519,43.1373943,0.049127,59778.84750883,14.213,0.065,13.22,0.085,10,0000
P1823,245.16306,43.137382,245.1630431,43.1373145,0.247022,59778.91283315,14.388,0.072,13.205,0.08,5,0000
P1823,245.16306,43.137382,245.1629935,43.1373808,0.174747,59778.97803009,14.353,0.068,13.101,0.097,10,0000
P1823,245.16306,43.137382,245.1630683,43.1374721,0.325092,59779.04322094,14.392,0.064,13.176,0.092,10,0000
P1823,245.16306,43.137382,245.163171,43.1373681,0.295857,59779.10841786,14.297,0.076,13.222,0.096,5,0000
P1823,245.16306,43.137382,245.1630511,43.1373481,0.124259,59779.23893903,14.358,0.058,13.046,0.099,10,0000
P1823,245.16306,43.137382,245.1631067,43.1373603,0.145441,59779.30413595,14.372,0.066,13.234,0.077,10,0000
P1823,245.16306,43.137382,245.1630425,43.1373695,0.064331,59779.36933288,14.419,0.065,13.086,0.103,5,0000
P1823,245.16306,43.137382,245.1630794,43.1373758,0.055637,59779.43465712,14.217,0.059,13.295,0.084,10,0000
P1823,245.16306,43.137382,245.1630594,43.1373808,0.004599,59779.49985405,14.27,0.055,13.303,0.117,5,0000
P1823,245.16306,43.137382,245.163001,43.1373535,0.185874,59779.63024843,14.301,0.063,13.223,0.083,10,0000
P1823,245.16306,43.137382,245.1629749,43.1372927,0.39157,59779.76076959,14.356,0.069,13.2,0.079,10,0000
P1823,245.16306,43.137382,245.1630442,43.1373874,0.045833,59779.89116345,14.307,0.058,13.083,0.09,5,0000
P1823,245.16306,43.137382,245.1630339,43.1374667,0.312534,59980.24559142,14.354,0.064,13.103,0.068,5,0000
P1823,245.16306,43.137382,245.1630176,43.1373932,0.118457,59980.37573113,14.23,0.062,13.046,0.064,10,0000
P1823,245.16306,43.137382,245.1630942,43.1374855,0.383279,59980.37585845,14.119,0.053,13.032,0.065,10,0000
P1823,245.16306,43.137382,245.1631047,43.1373569,0.148168,59980.5059981,14.257,0.057,12.899,0.063,10,0000
P1823,245.16306,43.137382,245.1630273,43.1374531,0.26999,59980.63613777,14.247,0.056,13.131,0.093,10,0000
P1823,245.16306,43.137382,245.1629939,43.1373786,0.174074,59980.70120762,14.345,0.066,13.059,0.076,10,0000
P1823,245.16306,43.137382,245.1630641,43.1373747,0.028401,59980.76627737,14.312,0.059,13.108,0.073,10,0000
P1823,245.16306,43.137382,245.1630565,43.1373888,0.02615,59980.83134723,14.372,0.063,13.143,0.07,10,0000
P1823,245.16306,43.137382,245.1631562,43.1374691,0.402722,59980.83147459,14.377,0.067,13.113,0.068,10,0000
P1823,245.16306,43.137382,245.1630252,43.1374643,0.310063,59980.89654444,14.244,0.056,12.985,0.098,10,0000
P1823,245.16306,43.137382,245.163033,43.1373779,0.072448,59980.96161431,14.085,0.059,13.014,0.074,10,0000
P1823,245.16306,43.137382,245.1630687,43.1374381,0.203249,59981.02668411,14.311,0.057,13.068,0.065,10,0000
P1823,245.16306,43.137382,245.1629932,43.1374817,0.399522,59981.09175396,14.235,0.058,13.229,0.094,10,0000
P1823,245.16306,43.137382,245.1630592,43.137405,0.082827,59981.15682381,14.145,0.06,13.044,0.079,10,0000
P1823,245.16306,43.137382,245.1630359,43.1374483,0.246934,59981.22202098,14.248,0.057,13.306,0.089,5,0000
P1823,245.16306,43.137382,245.1630657,43.1374131,0.112957,59981.28709079,14.222,0.062,12.917,0.091,10,0000
P1823,245.16306,43.137382,245.163101,43.1374638,0.313559,59981.35216065,14.274,0.066,13.141,0.091,10,0000
P1823,245.16306,43.137382,245.1629629,43.1373949,0.259273,59981.4172305,14.331,0.064,13.035,0.079,10,0000
P1823,245.16306,43.137382,245.1630667,43.1373197,0.22497,59981.48230035,14.286,0.061,12.883,0.09,10,0000
P1823,245.16306,43.137382,245.1630439,43.1374671,0.309266,59981.5473701,14.202,0.061,13.216,0.092,10,0000
P1823,245.16306,43.137382,245.1630129,43.1373917,0.128564,59981.61243986,14.256,0.06,13.056,0.07,10,0000
P1823,245.16306,43.137382,245.1630583,43.1374136,0.113848,59981.67763704,14.217,0.056,13.1,0.069,5,0000
P1823,245.16306,43.137382,245.1631565,43.1374624,0.384759,59981.74270689,14.251,0.057,13.101,0.075,5,0000
P1823,245.16306,43.137382,245.1631207,43.1373711,0.164215,59981.87284655,14.111,0.055,12.912,0.067,10,0000
P1823,245.16306,43.137382,245.1631086,43.1373797,0.127939,59982.00298626,14.187,0.052,13.049,0.076,5,0000
P1823,245.16306,43.137382,245.1631123,43.1374602,0.313257,59988.51111703,14.326,0.062,13.121,0.078,5,0000
P1823,245.16306,43.137382,245.1627476,43.1372981,0.874486,59988.57669615,14.674,0.077,13.339,0.089,0,0000
P1823,245.16306,43.137382,245.1630152,43.1374566,0.293215,60142.31060045,14.14,0.054,13.179,0.139,10,0000
P1823,245.16306,43.137382,245.1629306,43.1373931,0.342272,60142.44023035,14.163,0.065,13.227,0.079,5,0000
P1823,245.16306,43.137382,245.1628394,43.1373763,0.579875,60142.56947819,14.222,0.068,12.95,0.069,10,0000
P1823,245.16306,43.137382,245.1629716,43.1373898,0.233916,60142.63480297,14.15,0.057,12.981,0.066,10,0000
P1823,245.16306,43.137382,245.163071,43.1374662,0.304494,60142.69961792,14.054,0.053,13.015,0.063,10,0000
P1823,245.16306,43.137382,245.1631801,43.1375049,0.543409,60142.69974523,14.215,0.071,12.997,0.084,10,0000
P1823,245.16306,43.137382,245.1630773,43.1373885,0.051117,60142.76456019,14.212,0.058,13.034,0.079,10,0000
P1823,245.16306,43.137382,245.1629523,43.1373208,0.358592,60142.82937508,14.2,0.068,12.949,0.087,10,0000
P1823,245.16306,43.137382,245.16301,43.1373907,0.135031,60142.89419002,14.183,0.062,13.0,0.07,10,0000
P1823,245.16306,43.137382,245.1630525,43.1374178,0.130377,60142.95913234,14.197,0.056,13.179,0.078,5,0000
P1823,245.16306,43.137382,245.1630679,43.1373733,0.037572,60143.02394723,14.189,0.056,13.006,0.102,10,0000
P1823,245.16306,43.137382,245.163151,43.1372936,0.398025,60143.08876218,14.128,0.053,12.873,0.076,5,0000
P1823,245.16306,43.137382,245.1630915,43.1374406,0.226609,60143.21851934,16.681,,13.047,0.072,10,D000
P1823,245.16306,43.137382,245.1629601,43.137422,0.299346,60143.28333424,14.204,0.06,13.165,0.098,5,0000
P1823,245.16306,43.137382,245.1630253,43.1374054,0.12412,60143.34814914,14.254,0.057,13.074,0.081,10,0000
P1823,245.16306,43.137382,245.1630488,43.1373708,0.049914,60143.41296409,14.147,0.056,13.004,0.063,5,0000
P1823,245.16306,43.137382,245.163113,43.1373559,0.167969,60143.47790634,14.254,0.075,13.188,0.075,5,0000
P1823,245.16306,43.137382,245.1630945,43.1374074,0.128745,60143.54221193,14.208,0.055,13.336,0.149,10,0000
P1823,245.16306,43.137382,245.1631195,43.1373834,0.156386,60143.60753619,14.226,0.059,13.228,0.11,10,0000
P1823,245.16306,43.137382,245.1630608,43.137451,0.248409,60143.67235109,14.202,0.07,13.036,0.065,10,0000
P1823,245.16306,43.137382,245.1630237,43.1372878,0.352272,60143.6724784,14.128,0.061,13.041,0.072,10,0000
P1823,245.16306,43.137382,245.1630614,43.1373498,0.115978,60143.73729336,14.185,0.065,13.137,0.072,10,0000
P1823,245.16306,43.137382,245.163048,43.1374511,0.250749,60143.80210825,14.324,0.072,13.018,0.074,5,0000
P1823,245.16306,43.137382,245.1630625,43.1373975,0.056185,60143.93173819,14.257,0.069,13.044,0.065,10,0000
P1823,245.16306,43.137382,245.1628798,43.1373338,0.504182,60143.93186551,14.27,0.069,13.104,0.078,10,0000
P1823,245.16306,43.137382,245.1629821,43.1373637,0.214985,60144.06149535,14.203,0.057,12.986,0.063,10,0000
P1823,245.16306,43.137382,245.1630258,43.1373088,0.278414,60144.19074321,14.049,0.076,13.063,0.067,10,0000
P1823,245.16306,43.137382,245.1631285,43.1374197,0.225391,60152.55505466,14.293,0.058,12.91,0.087,10,0000
P1823,245.16306,43.137382,245.1630287,43.1373439,0.159918,60347.38532597,14.08,0.05,13.029,0.076,10,0000
P1823,245.16306,43.137382,245.1630128,43.1373745,0.126899,60347.64305817,14.08,0.054,12.919,0.059,10,0000
P1823,245.16306,43.137382,245.1629732,43.1373784,0.22839,60347.64318549,14.136,0.085,13.029,0.065,5,0000
P1823,245.16306,43.137382,245.1630649,43.1374091,0.098406,60347.70761859,14.123,0.052,12.999,0.061,10,0000
P1823,245.16306,43.137382,245.1629876,43.1373504,0.221619,60347.77205169,14.18,0.054,12.959,0.066,10,0000
P1823,245.16306,43.137382,245.1630649,43.1374402,0.209915,60347.83648473,14.112,0.056,12.987,0.078,10,0000
P1823,245.16306,43.137382,245.162979,43.1374265,0.266349,60347.90091784,14.325,0.08,12.914,0.1,10,0000
P1823,245.16306,43.137382,245.1629888,43.1374548,0.321979,60347.96535089,14.268,0.065,13.123,0.084,5,0000
P1823,245.16306,43.137382,245.1631088,43.1373249,0.242259,60348.02978398,14.137,0.058,12.957,0.068,10,0000
P1823,245.16306,43.137382,245.1630183,43.1375683,0.679567,60348.09421713,14.179,0.055,12.8,0.06,5,0000
P1823,245.16306,43.137382,245.1630383,43.1374399,0.216095,60348.09434444,14.136,0.062,12.954,0.065,10,0000
P1823,245.16306,43.137382,245.163139,43.1373769,0.208342,60348.15865014,14.16,0.07,13.029,0.066,10,0000
P1823,245.16306,43.137382,245.1631011,43.1373694,0.11711,60348.1587775,14.07,0.051,13.034,0.074,10,0000
P1823,245.16306,43.137382,245.1630033,43.1373992,0.161307,60348.22321054,14.112,0.052,13.048,0.077,10,0000
P1823,245.16306,43.137382,245.1631153,43.1373883,0.147032,60348.2876436,14.145,0.054,13.012,0.064,10,0000
P1823,245.16306,43.137382,245.1630048,43.1373815,0.14502,60348.3520767,14.082,0.055,13.015,0.078,10,0000
P1823,245.16306,43.137382,245.1630506,43.1373843,0.026045,60348.41650979,14.088,0.053,12.93,0.073,5,0000
P1823,245.16306,43.137382,245.163062,43.1374757,0.337361,60348.48094285,14.047,0.054,13.019,0.091,10,0000
P1823,245.16306,43.137382,245.1631057,43.1373553,0.153791,60348.60980895,14.099,0.061,13.009,0.08,5,0000
P1823,245.16306,43.137382,245.1631049,43.1374606,0.30656,60348.60993626,14.072,0.055,12.948,0.067,5,0000
P1823,245.16306,43.137382,245.163056,43.1373513,0.111018,60348.67424205,14.128,0.058,12.906,0.062,10,0000
P1823,245.16306,43.137382,245.162948,43.1373989,0.300446,60348.67436936,14.035,0.065,12.72,0.065,10,0000
P1823,245.16306,43.137382,245.1629899,43.1374255,0.241734,60348.73880303,14.065,0.055,12.883,0.073,10,0000
P1823,245.16306,43.137382,245.1630245,43.137408,0.132129,60348.86766922,14.159,0.056,13.134,0.087,5,0000
P1823,245.16306,43.137382,245.1630751,43.1373892,0.047385,60349.12540157,14.056,0.058,12.836,0.056,10,0000
P1823,245.16306,43.137382,245.163093,43.1374174,0.15413,60506.43366718,14.089,0.08,13.248,0.105,5,0000
P1823,245.16306,43.137382,245.1630602,43.137429,0.169201,60506.56075028,13.909,0.065,12.862,0.084,5,0000
P1823,245.16306,43.137382,245.1629364,43.1373893,0.325756,60509.36840873,14.13,0.061,12.966,0.092,10,0000
P1823,245.16306,43.137382,245.1630248,43.1374362,0.215922,60509.49561905,14.014,0.054,12.836,0.106,5,0000
P1823,245.16306,43.137382,245.1630239,43.1373617,0.119725,60509.62308457,14.053,0.053,12.926,0.083,5,0000
P1823,245.16306,43.137382,245.1631189,43.1374463,0.278431,60509.75067689,14.163,0.063,13.312,0.129,5,0000
P1823,245.16306,43.137382,245.1629918,43.1374407,0.277046,60509.81447304,13.997,0.05,13.116,0.083,10,0000
P1823,245.16306,43.137382,245.1629624,43.1373678,0.26144,60509.87826926,14.079,0.053,12.95,0.082,10,0000
P1823,245.16306,43.137382,245.1631633,43.1371921,0.73553,60509.94206542,14.088,0.061,13.172,0.153,10,0000
P1823,245.16306,43.137382,245.1630035,43.1374383,0.251215,60510.00586162,14.175,0.057,13.016,0.105,10,0000
P1823,245.16306,43.137382,245.1626755,43.1373874,1.01026,60510.06953042,13.942,0.062,12.881,0.088,5,0000
P1823,245.16306,43.137382,245.1630356,43.1373997,0.090382,60510.06965778,14.247,0.062,12.821,0.104,10,0000
P1823,245.16306,43.137382,245.1630965,43.1373908,0.100983,60510.19674074,14.085,0.056,12.919,0.09,5,0000
P1823,245.16306,43.137382,245.1631766,43.1372564,0.546143,60510.26091889,14.207,0.066,13.503,0.448,5,0000
P1823,245.16306,43.137382,245.163127,43.1373264,0.266538,60510.324715,14.143,0.073,12.943,0.106,5,0000
P1823,245.16306,43.137382,245.1630352,43.1373473,0.140888,60510.38851122,14.147,0.063,13.019,0.099,5,0000
P1823,245.16306,43.137382,245.1630145,43.137286,0.365686,60510.45230737,13.977,0.047,13.142,0.125,10,0000
P1823,245.16306,43.137382,245.1629303,43.1370168,1.358153,60510.57977233,14.661,0.114,13.124,0.087,5,0000
P1823,245.16306,43.137382,245.163118,43.1374062,0.175513,60510.64356848,14.103,0.056,13.024,0.1,10,0000
P1823,245.16306,43.137382,245.1630559,43.1374166,0.125025,60510.70736464,14.105,0.055,12.932,0.168,10,0000
P1823,245.16306,43.137382,245.1629782,43.1373678,0.220884,60510.7711608,14.126,0.059,12.929,0.091,10,0000
P1823,245.16306,43.137382,245.1631117,43.1373878,0.13741,60510.83495758,14.083,0.051,12.788,0.097,10,0000
P1823,245.16306,43.137382,245.1630055,43.1373563,0.170463,60510.89862638,14.21,0.074,13.092,0.085,5,0000
P1823,245.16306,43.137382,245.1632342,43.1374666,0.549702,60510.89875374,14.048,0.059,13.079,0.137,5,0000
P1823,245.16306,43.137382,245.1629975,43.1372701,0.435014,60510.96242253,14.023,0.053,12.796,0.081,10,0000
P1823,245.16306,43.137382,245.1629939,43.1373181,0.288219,60511.0900149,14.053,0.053,12.841,0.117,10,0000
P1823,245.16306,43.137382,245.1629613,43.1373936,0.262624,60511.2170979,14.065,0.054,13.067,0.088,10,0000
