objectid,label_bits,labels,umap_x,umap_y,fvar_w1,mean_w1_mjy,max_w1_mjy,clagn_score,is_known_clagn,in_region_clagn,in_region_zeltyn
7935,2,WISE_Variable,7.5381346,0.6076412,0.041816222346889864,0.5092962510535197,0.5634642191221815,0.06,False,False,True
7936,2,WISE_Variable,12.396966,1.3012027,0.0910020250737265,0.598107261197477,0.7125793430810141,0.14,False,False,False
7937,2,WISE_Variable,2.0649266,-0.0068478705,,0.09045177958107614,0.09052510661183233,0.0,False,False,False
7938,2,WISE_Variable,17.21285,9.974738,0.374342368185279,0.28551967206776047,0.4825057270204743,0.02,False,False,False
7939,2,WISE_Variable,13.372424,-2.7757776,0.11670919084325172,1.3735506469618892,1.6457095624958384,0.1,False,False,False
7941,4,Optical_Variable,7.3118877,-3.8169343,,0.06782578523666243,0.06956860937453152,0.0,False,False,False
7942,4,Optical_Variable,12.638869,-2.9939873,0.06446787834990315,0.1802262881785169,0.19058028027346374,0.06,False,False,False
7943,4,Optical_Variable,7.4893723,0.8287708,0.04345318446379848,0.19012249001336218,0.19969970616236588,0.06,False,False,True
7944,4,Optical_Variable,5.475383,-1.3025367,0.008456509224384434,0.2833541087747973,0.28918126328137816,0.0,False,False,True
7945,4,Optical_Variable,12.511563,-0.3941859,0.08379432317005239,0.09236475736917367,0.10171190162514018,0.12,False,False,False
7947,12,Optical_Variable+Galex_Variable,21.042562,9.746737,0.3206337769000567,0.5000518200713145,0.9729770825265867,0.26,False,True,False
7948,4,Optical_Variable,13.168041,4.2177415,0.20848610776237386,0.11807136688891806,0.16033299819147773,0.34,False,True,False
7949,4,Optical_Variable,1.6739854,0.22021192,,0.051500359306481336,0.05151090781648173,0.0,False,False,False
7951,4,Optical_Variable,6.629755,-3.9705503,,0.0537348063512982,0.054786901824005474,0.0,False,False,False
7952,4,Optical_Variable,6.415995,-3.9535365,,0.10618967270776358,0.10806348667507937,0.0,False,False,False
7957,4,Optical_Variable,8.957866,2.1187658,0.05734005481622083,0.06317852821913625,0.07065407262371308,0.12,False,False,True
7959,4,Optical_Variable,9.587912,0.42244777,0.04212318821126419,0.13813453716274762,0.1480598978290928,0.08,False,False,False
7961,4,Optical_Variable,3.0874498,-2.99855,,0.1664315959559251,0.16750833042407343,0.0,False,False,False
7963,4,Optical_Variable,10.602097,-3.0459208,,0.04208299840627589,0.04590660986421017,0.02,False,False,True
7964,4,Optical_Variable,2.6930904,-0.5872466,,0.08585681432322388,0.08604824022827044,0.0,False,False,False
7967,4,Optical_Variable,1.3385812,-1.0800321,,0.039926557924992535,0.03999181949208771,0.0,False,False,False
7969,4,Optical_Variable,17.045954,8.098775,,0.12507921335585154,0.2614731279437537,0.08,False,False,False
7970,4,Optical_Variable,6.941507,-4.0603614,,0.13865291150806067,0.14180172397634552,0.0,False,False,False
7972,4,Optical_Variable,1.4904361,-0.5645338,,0.060779935192680525,0.06084690689241206,0.0,False,False,False
7975,4,Optical_Variable,4.0391016,-1.0278941,,0.08109815927471582,0.08173289936151035,0.0,False,False,True
7976,4,Optical_Variable,6.2667913,-0.8514941,,0.053242144350614896,0.055032505323089766,0.0,False,False,False
7984,4,Optical_Variable,4.989123,-3.9914494,,0.13282740626725192,0.1345391711449917,0.0,False,False,False
7988,4,Optical_Variable,11.672465,-1.659441,0.04804702817717233,0.3450714848299943,0.373573682509857,0.08,False,False,False
7989,4,Optical_Variable,1.3291807,-1.5617937,,0.1302104816691786,0.1305311414735414,0.0,False,False,False
7991,4,Optical_Variable,9.695574,-0.44266385,0.05910467770984366,0.2547261041750626,0.27781382070039484,0.06,False,False,False
7992,4,Optical_Variable,18.076035,5.191868,0.20990770097101616,0.2002982990709529,0.31403712712260345,0.02,False,False,False
7996,4,Optical_Variable,4.567045,-1.509255,,0.08018362828702577,0.08115435072400083,0.0,False,False,False
7999,4,Optical_Variable,14.784658,-0.07905759,0.13601640310140264,0.20374924753603058,0.2509492595771248,0.12,False,False,False
8000,4,Optical_Variable,8.737871,-3.4153082,0.016866858072117685,0.1358245690541929,0.1419862543570632,0.0,False,False,False
8002,4,Optical_Variable,8.313879,-3.6891546,,0.09868452004035591,0.10233354604932643,0.0,False,False,False
8003,4,Optical_Variable,12.597671,-3.3515563,0.06651300145093159,0.19013808795003012,0.23790528584875759,0.06,False,False,False
